,title,abstract,author,journal,year,pdf_link,keyword
735,Designing parsimonious scheduling policies for complex resource allocation systems through concurrency theory,"In a recent work we have proposed a theoretical framework for developing optimized scheduling policies for complex resource allocation systems (RAS). This framework relies heavily on the expression of the RAS dynamics in the modeling framework of the Generalized Stochastic Petri Nets (GSPNs), and the employment of this GSPN-based representation towards the establishment of a systematic trade-off between the representational economy of the target scheduling policies and their operational efficiency. In this paper, we enhance the representational economy of the target policies in the aforementioned framework by taking advantage of some notions of “(non-)conflict” in the transitional dynamics of the underlying RAS-modeling GSPNs. A series of numerical experiments demonstrate that the representational gains resulting from the presented methodology can be very substantial.",Ran Li1 & Spyros Reveliotis,Discrete Event Dynamic Systems,2016,https://link.springer.com/article/10.1007/s10626-015-0219-9,"Generalized stochastic petri nets,Performance optimization,Scheduling,Structural analysis,Sequential resource allocation systems"
736,Morse Theory for Geodesics in Conical Manifolds,"The aim of this paper is to extend the Morse theory for geodesics to the conical manifolds. In a previous paper [15] we defined these manifolds as submanifolds of \({\mathbb{R}}^n\) with a finite number of conical singularities. To formulate a good Morse theory we use an appropriate definition of geodesic, introduced in the cited work. The main theorem of this paper (see Theorem 3.6, section 3) proofs that, although the energy is nonsmooth, we can find a continuous retraction of its sublevels in absence of critical points. So, we can give a good definition of index for isolated critical values and for isolated critical points. We prove that Morse relations hold and, at last, we give a definition of multiplicity of geodesics which is geometrical meaningful. In section 5 we compare our theory with the weak slope approach existing in literature. Some examples are also provided.",Marco Ghimenti,Mediterranean Journal of Mathematics,2007,https://link.springer.com/article/10.1007/s00009-007-0114-1,"58E05,49J52,58E10"
737,Quantum theory and crystal physics,The fundamental notions of quantum theory and thermodynamics indicate that a crystal should be regarded as an assembly of an immense number of oscillators whose energy states are quantised and which form a system in thermodynamic equilibrium. They also indicate that the spectroscopic properties and the thermal behaviour of crystals stand in the closest relation to each other. We are thus left with the problem of discovering and enumerating the oscillators of the different sorts comprised in the crystal and of determining their scheme of energy levels. This may be done by methods analogous to those which have proved successful in the field of molecular spectroscopy. The results obtained are in perfect agreement with the observed spectroscopic properties and thermal behaviour of crystals.,C. V. Raman,Proceedings of the Indian Academy of Sciences - Section A,1956,https://link.springer.com/article/10.1007/BF03046090,"Quantum Theory,Normal Mode,Spectral Frequency,Bravais Lattice,Equivalent Atom"
738,General homology and cohomology theories. Current state and typical applications,"A contemporary approach is given to the construction of homology and cohomology theories and from this point of view, the most common concrete theories. Typical applications of the theory as developed at the present time are cited.",E. G. Sklyarenk,Journal of Soviet Mathematics,1991,https://link.springer.com/article/10.1007/BF01099285,"General Homology,Typical Application,Cohomology Theory,Contemporary Approach,Concrete Theory"
739,To the Theory of the Alternating Triangle Iteration Method,We construct a new class of versions of the adaptive alternating triangle method whose optimization requires no a priori spectral information in contrast with the approaches known so far. The same estimate for the convergence rate is preserved as in the presence of a priori information.,A. N. Konovalov,Siberian Mathematical Journal,2002,https://link.springer.com/article/10.1023/A%3A1015455317080,"iteration method,convergence,optimization"
740,"Fraïssé Limits, Ramsey Theory, and topological dynamics of automorphism groups",.,"A. S. Kechris1, V. G. Pestov2 & S. Todorcevic",Geometric & Functional Analysis GAFA,2005,https://link.springer.com/article/10.1007/s00039-005-0503-1,"Automorphism Group,Topological Dynamic"
741,Intersection theory and Hilbert function,Birationally invariant intersection theory is a far-reaching generalization and extension of the Bernstein-Kushnirenko theorem. This paper presents transparent proofs of Hilbert’s theorem on the degree of a projective variety and other related statements playing an important role in this theory. The paper is completely self-contained; we recall all necessary definitions and statements.,A. G. Khovanskii,Functional Analysis and Its Applications,2011,https://link.springer.com/article/10.1007/s10688-011-0033-6,"degree of projective variety,Hilbert function,intersection theory,Bernstein-Kushnirenko theorem"
742,Development of parallel software for resolving the 3D task about the origin of the Tornado according to the Nikolaevskii theory,The aim of the paper is to develop a scalable parallel program for numerical solution of the equation set that simulates processes and origin conditions of intensive atmospheric vortices (IAV) in 3D compressible atmosphere based on the theory of mesovortice turbulence by Nikolaevskii. The original system of nonlinear differential equations and its boundary and initial conditions are considered in the paper. The difference scheme with required precision is selected. The parameters’ restrictions are also formulated. The structure of parallel software that performs computations on a high-performance cluster is considered. The problems of the software’s optimization in order to improve its scalability are discussed. The results of numerical calculations are considered in summary.,"A. I. Avetisyan1, V. V. Babkova1, S. S. Gaisaryan1 & …A. Yu. Gubar’",Mathematical Models and Computer Simulations,2009,https://link.springer.com/article/10.1134/S2070048209040061,"Wind Velocity,Internal Wave,Runge Kutta,Parallel Software,Mixed Type Equation"
743,On the Nonuniqueness of Solutions to the Nonlinear Equations of Elasticity Theory,"One-dimensional selfsimilar problems for waves in an elastic half-space generated by a sudden change of the boundary stress (the “piston” problem) and problems of disintegration of an arbitrary discontinuity are considered. For the case when small-amplitude waves are generated in a medium with small anisotropy a qualitative analysis shows that these problems have nonunique solutions when it is assumed that the solutions involve Riemann waves and evolutionary discontinuities. The above-mentioned problems are considered as limits of properly formulated problems for visco-elastic media when the viscosity tends to zero or (what is the same) that time tends to infinity. It is numerically found that all above-mentioned inviscid solutions can represent the asymptotics of visco-elastic solutions. The type of asymptotics depends on those details of the visco-elastic problem formulation which are absent when formulating inviscid selfsimilar problems. Similar considerations are made for elastic media with dispersion along with dissipation which are manifested in small-scale processes. In such media the number of available asymptotics (as t→∞) for the above-mentioned solutions depends on a relation between dispersion and dissipation and can be large. Thus, two possible causes for the nonuniqueness of solutions to the equations of elasticity theory are investigated.","A. G. Kulikovskii1, A. P. Chugainova1 & E. I. Sveshnikova",Journal of Engineering Mathematics,2006,https://link.springer.com/article/10.1007/s10665-004-3064-7,"dispersion,elasticity theory,shock wave,structure,viscosity"
744,A contribution to the theory of egoistic and altruistic interactions,"If two individuals work on the production of the same object of satisfaction and if their cooperative efforts result in an increased overall productivity, then the following statement holds: if each individual tries to maximize his own satisfaction, each individual will have less of the object of satisfaction than when each tries to maximize the sum of the satisfactions of both individuals. This theorem was demonstrated previously for the case of a rather special choice of the satisfaction function. It is now shown that it holds for a much wider class of such functions. In addition to previously studied cases of methods of sharing the object of satisfaction, several new cases are investigated. An attempt is made to give a mathematical formulation for a society in which individuals contribute according to their ability and share according to their needs. It is shown that in order for such a description to be meaningful, certain requirements must be imposed on the satisfaction function. Even with those requirements fulfilled, the possibility of such a society requires the fulfillment of an inequality between certain functionals.",N. Rashevsky,The bulletin of mathematical biophysics,1961,https://link.springer.com/article/10.1007/BF02477466,"Altruistic Behavior,Cooperative Effort,Satisfaction Function,Collectivistic Society,Communist Society"
745,Construction of a linear K-system in Hamiltonian Floer theory,"The notion of linear K-system was introduced by the present authors as an abstract model arising from the structure of compactified moduli spaces of solutions to Floer’s equation in the book (Fukaya et al. in Springer monographs in mathematics, Springer, Berlin, 2020). The purpose of the present article is to provide a geometric realization of the linear K-system associated with solutions to Floer’s equation in the Morse–Bott setting. Immediate consequences [when combined with the abstract theory from Fukaya et al. (Springer monographs in mathematics, Springer, Berlin, 2020)] are the construction of Floer cohomology for periodic Hamiltonian systems on general compact symplectic manifolds without any restriction, and the construction of an isomorphism over the Novikov ring between the Floer cohomology and the singular cohomology of the underlying symplectic manifold. The present article utilizes various analytical results on pseudoholomorphic curves established in our earlier papers and books. However, the paper itself is geometric in nature, and does not presume much prior knowledge of Kuranishi structures and their construction but assumes only the elementary part thereof, and results from Fukaya et al. (Surv Differ Geom 22:133–190, 2018) and Fukaya et al. (Exponential decay estimate and smoothness of the moduli space of pseudoholomorphic curves) on their construction, and the standard knowledge on Hamiltonian Floer theory. We explain the general procedure of the construction of a linear K-system by explaining in detail the inductive steps of ensuring the compatibility conditions for the system of Kuranishi structures leading to a linear K-system for the case of Hamiltonian Floer theory.","Kenji Fukaya1, Yong-Geun Oh2,3, Hiroshi Ohta4 & …Kaoru Ono",Journal of Fixed Point Theory and Applications,2022,https://link.springer.com/article/10.1007/s11784-022-00960-x,"53D40,53D35,58D27,57P99"
746,Kneser— Hecke— operators in coding theory,The Kneser-Hecke-operator is a linear operator defined on the complex vector space spanned by the equivalence classes of a family of self-dual codes of fixed length. It maps a linear self-dual codeC over a finite field to the formal sum of the equivalence classes of those self-dual codes that intersectC in a codi-mension 1 subspace. The eigenspaces of this self-adjoint linear operator may be described in terms of a coding-theory analogue of the Siegel Φ-operator.,G. Nebe,Abhandlungen aus dem Mathematischen Seminar der Universität Hamburg,2006,https://link.springer.com/article/10.1007/BF02960857,"94B05,I1F60"
747,"
ℓ-Adic class field theory for regular local rings","In this paper, we prove the ℓ-adic abelian class field theory for henselian regular local rings of equi-characteristic assuming the surjectivity of Galois symbol maps, which is an ℓ-adic variant of a result of Matsumi (Class field theory for \(\mathbb{F}_{q}[\hspace{-1.4pt}[X_{1},\dotsc,X_{n}]\hspace{-1.4pt}]\), preprint, 2002).",Kanetomo Sato,Mathematische Annalen,2009,https://link.springer.com/article/10.1007/s00208-008-0309-1,"11G45,19F05"
748,Nonarchimedean spectral theory,"A spectral theory is constructed for a special class of operators in a Banach space over a non-Archimedean field. A spectral theorem is proved, and a functional calculus and perturbation theory are constructed.",M. M. Vishi,Journal of Soviet Mathematics,1985,https://link.springer.com/article/10.1007/BF02249122,"Banach Space,Perturbation Theory,Special Class,Spectral Theory,Functional Calculus"
749,Iwasawa theory for \(\mathrm {GL}_2\times \mathrm {Res}_{K/\mathbb {Q}}\mathrm {GL}_1\),"Let K be an imaginary quadratic field where the prime p splits. Our goal in this article is to prove results towards the Iwasawa main conjectures for p-nearly-ordinary families associated to \(\mathrm {GL}_2\times \mathrm {Res}_{K/\mathbb {Q}}\mathrm {GL}_1\) with a minimal set of assumptions. The main technical input is an improvement on the locally restricted Euler system machinery that allows the treatment of residually reducible cases, which we apply with the Beilinson–Flach Euler system.",Kâzim Büyükboduk1 & Antonio Lei,Annales mathématiques du Québec,2022,https://link.springer.com/article/10.1007/s40316-022-00197-7,"Iwasawa theory,Rankin–Selberg products,locally restricted Euler systems,Beilinson–Flach elements"
750,The theory of manifolds from the non-deterministic point of view,"
Using the methods of non-deterministic analysis it is possible to define in a differentiable manifold a special structure called Gauss structure which allows one to study differentiable maps from one manifold into another without the use of local charts. The main theorem in this paper shows how it is possible to locally recover the jacobian of such maps by using the Gauss structures defined in the manifolds in question.",R. G. Lintz nAff,Annali di Matematica Pura ed Applicata,1993,https://link.springer.com/article/10.1007/BF01759028,"Special Structure,Differentiable Manifold,Local Chart,Gauss Structure"
751,On Homotopy and Similarity in Linear Systems Theory,In this note the question of system equivalence for linear dynamical systems is studied in full generality (and in the algebraic style).,Vakhtang Lomadze,Acta Applicandae Mathematicae,2011,https://link.springer.com/article/10.1007/s10440-011-9631-9,"(DA)-set,Linear behavior,Linear system,ARMA-model,Homotopy,Similarity"
752,Forms of Choice in Ring Theory,"We investigate the relationship between various choice principles and \(n\hbox {th}\)-root functions in rings. For example, we show that the Axiom of Choice is equivalent to the statement that every ring has a square-root function. Furthermore, we introduce a choice principle which implies that every integral domain has an \(n\hbox {th}\)-root function (for odd integers n), and introduce another choice principle which is equivalent to the Prime Ideal Theorem restricted to certain ideals. Finally, we investigate the dependencies between the two new choice principles and a choice principle for families of n-element sets.","Lorenz Halbeisen 
            ORCID: orcid.org/0000-0001-6078-72371, Norbert Hungerbühler1, Nir Lazarovich2, Waltraud Lederle1, Marc Lischka1 & …Salome Schumacher",Results in Mathematics,2019,https://link.springer.com/article/10.1007/s00025-018-0935-1,"Square root functions in rings,root functions in integral domains,axiom of choice,finite choice,cycle choice,bounded multiple choice,consistency results"
753,A Model in the Theory of Perturbations of the Essential Spectrum of Multiparticle Operators,"We find the continuous spectrum of the model Schrödinger operator acting in the direct sum of Hilbert spaces of n-particle states, n=0,1,2,3.",S. N. Lakaev1 & T. Kh. Rasulov,Mathematical Notes,2003,https://link.springer.com/article/10.1023/A%3A1023207220878,"multiparticle operator,Schrödinger operator,n-particle state,essential spectrum,Fredholm determinant,perturbation theory,Hilbert space,Fock space"
754,Trajectory theory,"This survey is devoted to metric trajectory theory, considering groups of transformations with an invariant or quasiinvariant measure.",A. M. Vershik & A. L. Fedoro,Journal of Soviet Mathematics,1987,https://link.springer.com/article/10.1007/BF01088204,"Trajectory Theory,Quasiinvariant Measure"
755,"Upper bounds for growth in the Ryll-Nardzewski function of anω-categorical,ω-stable theory","We establish a sharp upper bound for growth in the sequences

k
(T):=the number ofk-types consistent withT, forT ω-categorical andω-stable.",Philip W. Steitz,Israel Journal of Mathematics,1992,https://link.springer.com/article/10.1007/BF02773695,"Equivalence Relation,Algebraic Closure,Minimal Component,Positive Rank,Morley Rank"
756,On the theory of fixation of isohemagglutinins on the erythrocytes,"The graphical treatment utilized by Marmasse in order to test “Wurmser’s theory of agglutination” has been applied, taking into account all the data available. Contrary to Marmasse’s conclusion, the application of this graphical method is not a valid argument against the theory.","S. Filitti-Wurmser1, Y. Jacquot-Armand1 & R. Wurmser",The bulletin of mathematical biophysics,1963,https://link.springer.com/article/10.1007/BF02476565,"Graphical Method,Biophysics Volume,Valid Argument,Graphical Treatment,Multifunctional Molecule"
757,Evaluation of polymer sequence fragment data using graph theory,"Much of recent work to determine primary structures of nucleic acids and proteins employs the “fragmentation” or “overlap” stratagem. Typically, a preparation of a given polymer with unknown sequence is purified and then subjected to an enzyme known to cut the polymer at certain specific sites. The quantities and sequences of the resulting fragments are determined. For RNA primary sequences, pancreatic ribonuclease and T1 ribonuclease are ordinarily used as fragmenting enzymes. A technique is described for evaluating such fragment data. It has the following properties: It is easily determined whether or not the fragment data is inconsistent. It is always possible to determine the first and last nucleotides of the unknown sequence from the data of two limit digests. Consistent data from two limit digests can always be fitted into a convenient conceptual framework developed within the theory of graphs. In most cases, partial digest information can be used to modify the framework constructed from two limit digests, as such information is obtained. An efficient analysis of all fragment data in this conceptual framework can always be made. One can detect inconsistencies and can generate the entire list of polymer sequences consistent with the fragment data.",George Hutchinson,The bulletin of mathematical biophysics,1969,https://link.springer.com/article/10.1007/BF02476636,"Limit Digest,Extended Base,Unknown Sequence,Euler Circuit,Fragment Data"
758,Estimates for Weyl sums in the theory of discrete universality,"We prove joint and disjoint discrete universality theorems for Dirichlet L-functions \(L(s,\chi )\) and Hurwitz zeta-functions \(\zeta (s;\beta )\) with rational parameter \(\beta \in (0,1]\). Our approach does not utilize Gallagher’s lemma, which is usually employed to prove discrete universality theorems. In our case, however, this would lead to certain difficulties when it is about estimating discrete second moments of L-functions. Therefore, we introduce a novel approach which is based only on Euler product representations and zero-density estimates of L-functions, as well as mean-value estimates for Weyl sums.","Athanasios Sourmelidis 
            ORCID: orcid.org/0000-0002-0153-3197",The Ramanujan Journal,2022,https://link.springer.com/article/10.1007/s11139-020-00381-9,"Universality,Dirichlet L-functions,Hurwitz zeta-functions,Weyl sums"
759,Normalization of Indexed Differentials by Extending Gröbner Basis Theory,"It is a fundamental problem to determine the equivalence of indexed differential polynomials in both computer algebra and differential geometry. However, in the literature, there are no general computational theories for this problem. The main reasons are that the ideal generated by the basic syzygies cannot be finitely generated, and it involves eliminations of dummy indices and functions. This paper solves the problem by extending Gröbner basis theory. The authors first present a division of the set of elementary indexed differential monomials \(E_{\partial\kern-0.35em\raise0.22ex\hbox{/}}\) into disjoint subsets, by defining an equivalence relation on \(E_{\partial\kern-0.35em\raise0.22ex\hbox{/}}\) based on Leibniz expansions of monomials. The equivalence relation on \(E_{\partial\kern-0.35em\raise0.22ex\hbox{/}}\) also induces a division of a Gröbner basis of basic syzygies into disjoint subsets. Furthermore, the authors prove that the dummy index numbers of the sim-monomials of the elements in each equivalence class of \(E_{\partial\kern-0.35em\raise0.22ex\hbox{/}}\) have upper bounds, and use the upper bounds to construct fundamental restricted rings. Finally, the canonical form of an indexed differential polynomial proves to be the normal form with respect to a subset of the Gröbner basis in the fundamental restricted ring.","Jiang Liu1, Feng Ni1, Shihang Song1 & …Mingjun Du",Journal of Systems Science and Complexity,2022,https://link.springer.com/article/10.1007/s11424-021-0302-2,"Canonical form,Einstein summation convention,free commutative monoid ring,Gröbner basis,indexed differential polynomial"
760,Weakly nonlinear theory versus theory of secondary instability for plane poiseuille flow,In [1] the theory of secondary instability for plane Poiseuille flow was proposed. In this paper the weakly nonlinear theory is used to investigate the same problem. The results are consistent with those of the theory of secondary instability. It indicates that for plane Poiseuille flow there exists a certain intrinsic relation between the weakly nonlinear theory and the theory of secondary instability.,Zhao Geng-fu1 & Zhou Heng,Applied Mathematics and Mechanics,1988,https://link.springer.com/article/10.1007/BF02465691,"Boundary Layer Flow,Nonlinear Theory,Secondary Instability,Dimensional Wave,Plane Poiseuille Flow"
761,Rotations and quantum theory,A classical theory of rotations is presented in a simple way that can easily be taken over to quantum theory. The application to the theory of elementary particles is indicated.,James Mc Connell,Annali di Matematica Pura ed Applicata,1962,https://link.springer.com/article/10.1007/BF02417737,"Elementary Particle,Quantum Theory,Classical Theory"
762,A wavelet theory for local fields and related groups,"Let G be a locally compact abelian group with compact open subgroup H. The best known example of such a group is G = ℚp, the field of padic rational numbers (as a group under addition), which has compact open subgroup H = ℤp, the ring of padic integers. Classical wavelet theories, which require a non trivial discrete subgroup for translations, do not apply to G, which may not have such a subgroup. A wavelet theory is developed on G using coset representatives of the discrete quotient Ĝ/H⊥ to circumvent this limitation. Wavelet bases are constructed by means of an iterative method giving rise to socalled wavelet sets in the dual group Ĝ. Although the Haar and Shannon wavelets are naturally antipodal in the Euclidean setting, it is observed that their analogues for G are equivalent.","John J. Benedetto1,2 & Robert L. Benedetto1,",The Journal of Geometric Analysis,2004,https://link.springer.com/article/10.1007/BF02922099,"42C40,11S99,42C15,43A70"
763,Stochastic extensions to necessary conditions in the theory of the calculus of variations,"A stochastic version of the modified Young's generalized necessary conditions in the calculus of variations is given in this paper. It is based on an extension of Minkowski's theorem on the existence of a flat support for a convex figure, and it generalizes the necessary conditions of Weierstrass and Euler in the classical theory of the calculus of variations to a class of admissible curves which are expressible in terms of a finite number of random parameters. The integrals which we consider here are in the general Denjoy sense, except those with respect to the random parameters, which exist in the Lebesgue sense defined on a probability space. The importance of our stochastic analysis lies in the completion that a minimum not attained in the classical sense may be, and frequently is, attained in the stochastic case.","S. N. Chuang1, T. T. Soong2 & K. H. Chen",Journal of Optimization Theory and Applications,1977,https://link.springer.com/article/10.1007/BF00932297,"Calculus of variations,stochastic optimization,necessary conditions"
764,The theory of sharp first-order univalence criteria,"A condition of the formf′ (D) ⊂R is calleda first-order univalence criterion if all functions for which it holds are univalent inD. By means of a careful analysis of the behavior of the corresponding extremal functions, we establish fundamental principles for a coherent theory of sharp criteria of this kind. In particular, we examine the relationship between three different concepts of sharpness and show how large classes of first-order univalence criteria which are sharp in a strong sense may be described in terms of the univalence properties of families of analytic functions depending on a finite number of parameters.",Julian Gevirtz,Journal d’Analyse Mathématique,1994,https://link.springer.com/article/10.1007/BF03008408,"Imaginary Axis,Harmonic Measure,Extremal Function,Jordan Domain,Univalence Criterion"
765,Applications of inequalities of Lieb-Thirring type to spectral theory,Inequalities of Lieb-Thirring type are established. Applications of these inequalities to estimates of the spectrum of unbounded operators are given.,D. S. Barsegyan,Mathematical Notes,2010,https://link.springer.com/article/10.1134/S0001434610070151,"Lieb-Thirring inequalities,spectral theory of operators,unbounded operator,Laplace operator,Legendre transformation"
766,On the spectrum of an integro-differential equation arising in viscoelasticity theory,"We study the spectral properties of a boundary value problem for an integro-differential equation arising in viscoelasticity theory. We prove that the spectrum of the boundary value problem is either completely real or contains, together with the real part, only finitely many complex eigenvalues. Bibliography: 8 titles.",A. S. Shamaev1 & V. V. Shumilova,Journal of Mathematical Sciences,2012,https://link.springer.com/article/10.1007/s10958-012-0712-8,"Heat Transfer,Convolution,Acoustics,Spectral Property,Nonlinear Anal"
767,Elimination theory and Newton polytopes,We study elimination theory in the context of Newton polytopes and develop its convex-geometry counterpart.,A. Esterov1 & A. Khovanskii,Functional Analysis and Other Mathematics,2008,https://link.springer.com/article/10.1007/s11853-008-0015-2,"Elimination theory,Newton polytope,Convex geometry"
768,Farley–Sabalka’s Morse-Theory Model and the Higher Topological Complexity of Ordered Configuration Spaces on Trees,"Using the ordered analogue of Farley–Sabalka’s discrete gradient field on the configuration space of a graph, we unravel a levelwise behavior of the generators of the pure braid group on a tree. This allows us to generalize Farber’s equivariant description of the homotopy type of the configuration space on a tree on two particles. The results are applied to the calculation of all the higher topological complexities of ordered configuration spaces on trees on any number of particles.","Jorge Aguilar-Guzmán1, Jesús González 
            ORCID: orcid.org/0000-0003-3541-33691 & Teresa Hoekstra-Mendoza",Discrete & Computational Geometry,2022,https://link.springer.com/article/10.1007/s00454-021-00306-3,"Discretized configuration space on a tree,Discrete Morse theory,Farley–Sabalka gradient field,Topological complexity"
769,Nonlinear Hodge theory on manifolds with boundary,"The intent of this paper is first to provide a comprehensive and unifying development of Sobolev spaces of differential forms on Riemannian manifolds with boundary. Second, is the study of a particular class of nonlinear, first order, ellipticPDEs, called Hodge systems. The Hodge systems are far reaching extensions of the Cauchy-Riemann system and solutions are referred to as Hodge conjugate fields. We formulate and solve the Dirichlet and Neumann boundary value problems for the Hodge systems and establish the ℒp for such solutions. Among the many desirable properties of Hodge conjugate fields, we prove, in analogy with the case of holomorphic functions on the plane, the compactness principle and a strong theorem on the removability of singularities. Finally, some relevant examples and applications are indicated.","T. Iwaniec1, C. Scott2 & B. Stroffolini",Annali di Matematica Pura ed Applicata,1999,https://link.springer.com/article/10.1007/BF02505905,"Riemannian Manifold,Differential Form,Neumann Problem,Quasiconformal Mapping,Nonlinear PDEs"
770,Nonstandard Set Theory in ∈-Language,A sufficiently convenient set theory in the standard ∈-language applicable to nonstandard analysis is proposed.,V. G. Kanovei,Mathematical Notes,2001,https://link.springer.com/article/10.1023/A%3A1010265716574,"nonstandard set theory,Hrbaček theory,internal set,well-founded set,saturated elementary extensions,
ZFC universe"
771,Complexity of the decidability of the unquantified set theory with a rank operator,"The unquantified set theory MLSR containing the symbols ∪, ∖, ≠, ∈,R (R(x) is interpreted as a rank ofx) is considered. It is proved that there exists an algorithm which for any formulaQ of the MLSR theory decides whetherQ is true or not using the spacec|Q|3 (|Q| is the length ofQ).",M. Tetruashvili nAff,Georgian Mathematical Journal,1994,https://link.springer.com/article/10.1007/BF02317684,03D15
772,Theory of Semi-Instantiation in Abstract Argumentation,"We study instantiated abstract argumentation frames of the form (S, R, I), where (S, R) is an abstract argumentation frame and where the arguments x of S are instantiated by I(x) as well formed formulas of a well known logic, for example as Boolean formulas or as predicate logic formulas or as modal logic formulas. We use the method of conceptual analysis to derive the properties of our proposed system. We seek to define the notion of complete extensions for such systems and provide algorithms for finding such extensions. We further develop a theory of instantiation in the abstract, using the framework of Boolean attack formations and of conjunctive and disjunctive attacks. We discuss applications and compare critically with the existing related literature.","D. M. Gabbay1,2,3,",Logica Universalis,2016,https://link.springer.com/article/10.1007/s11787-015-0133-9,"Primary 68T27,Secondary 68T30"
773,On a Problem of the Theory of Multiply Local Formations,We describe the τ-closed n-multiply local formations \(\mathfrak{F}\) such that the lattice of all τ-closed n-multiply local formations between \(\mathfrak{F}\) and \(\mathfrak{F}\)∩\(\mathfrak{N}\) is Boolean.,Wenbin Guo,Siberian Mathematical Journal,2004,https://link.springer.com/article/10.1023/B%3ASIMJ.0000048918.24370.9e,"group,formation,multiply local formation,formation lattice"
774,Mañé theorem and the theory of shadowing of pseudotrajectories,"In many papers dealing with connections between the theory of shadowing of pseudotrajectories of dynamical systems and the theory of structural stability, the authors apply the Mañé theorem on the characterization of structural stability in terms of the analytic strong transversality condition. The original proof of this theorem contains a proof of the implication (the analytic strong transversality condition) ⇒ (density of periodic points in the nonwandering set), which is based on the nontrivial theory of hyperbolic limit sets. In this short note, we show that the proof of this implication can be substantially simplified in the case of a diffeomorphism having the shadowing property.",S. Yu. Pilyugin,Differential Equations,2014,https://link.springer.com/article/10.1134/S0012266114130047,"Structural Stability,Periodic Point,Neighborhood Versus,Smooth Dynamical System,Smooth Closed Manifold"
775,Merge trees in discrete Morse theory,"In this paper, we study merge trees induced by a discrete Morse function on a tree. Given a discrete Morse function, we provide a method to constructing an induced merge tree and define a new notion of equivalence of discrete Morse functions based on the induced merge tree. We then relate the matching number of a tree to a certain invariant of the induced merge tree. Finally, we count the number of merge trees that can be induced on a star graph and characterize the induced merge tree.","Benjamin Johnson1 & Nicholas A. Scoville 
            ORCID: orcid.org/0000-0002-4736-3605",Research in the Mathematical Sciences,2022,https://link.springer.com/article/10.1007/s40687-022-00347-x,"Merge tree,Matching number,Discrete Morse theory,Trees"
776,The third boundary value problem in potential theory for domains with a piecewise smooth boundary,"The paper investigates the third boundary value problem \(\frac{{\partial u}}{{\partial n}}{ } + { \lambda }u{ } = { }\mu \) for the Laplace equation by the means of the potential theory. The solution is sought in the form of the Newtonian potential (1), (2), where ν is the unknown signed measure on the boundary. The boundary condition (4) is weakly characterized by a signed measure \(T\nu . { Denote by }T:{ }\nu { } \to { }T\nu \) the corresponding operator on the space of signed measures on the boundary of the investigated domain G. If there is α ≠ 0 such that the essential spectral radius of \(\left( {\alpha I - T} \right)\) is smaller than |α| (for example, if G ⊂ R
3 is a domain “with a piecewise smooth boundary” and the restriction of the Newtonian potential \(U{ \lambda }\) on ∂G is a finite continuous functions) then the third problem is uniquely solvable in the form of a single layer potential (1) with the only exception which occurs if we study the Neumann problem for a bounded domain. In this case the problem is solvable for the boundary condition \(\mu { } \in { }C'\) for which μ(∂G) = 0.",Dagmar Medková,Czechoslovak Mathematical Journal,1997,https://link.springer.com/article/10.1023/A%3A1022818618177,"Boundary Condition,Differential Equation,Mathematical Modeling,Continuous Function,Ordinary Differential Equation"
777,Edge-Ramsey theory,"LetK be a configuration, a set of points in some finite-dimensional Euclidean space. Letn andk be positive integers. The notationR(K, n, r) is an abbreviation for the following statement: For everyr-coloring of the points of then-dimensional Euclidean space,R
n, a monochromatic configurationL which is congruent toK exists.A configurationK is Ramsey if the following holds: For every positive integerr, a positive integern=n(K, r) exists such that, for allm≥n, R(K, m, r) holds.A configuration is spherical if it can be embedded in the surface of a sphere inn-space, providedn is sufficiently large. It is relatively easy to show that if a configuration is Ramsey, it must be spherical. Accordingly, a good fraction of the research efforts in Euclidean Ramsey theory is devoted to determining which spherical configurations are Ramsey. It is known that then-dimensional measure polytopes (the higher-dimensional analogs of a cube), then-dimensional simplex, and the regular polyhedra inR
2 andR
3 are Ramsey.Now letE denote a set of edges in a configurationK. The pair (K, E) is called an edge-configuration, andR

e

(K, E, n, r) is used as an abbreviation for the following statement: For anyr-coloring of the edges ofR
n, there is an edge configuration (L, F) congruent to (K, E) so that all edges inF are assigned the same color.An edge-configuration isedge-Ramsey if, for allr≥1, a positive integern=n(K, E, r) exists so that ifm≥n, the statementR

e

(K, E, m, r) holds. IfK is a regular polytope, it is saidK isedge-Ramsey when the configuration determined by the set of edges of minimum length is edge-Ramsey.It is known that then-dimensional simplex is edge-Ramsey and that the nodes of any edge-Ramsey configuration can be partitioned into two spherical sets. Furthermore, the edges of any edge-Ramsey configuration must all have the same length. It is conjectured that the unit square is edge-Ramsey, and it is natural to ask the more general question: Which regular polytopes are edge-Ramsey?In this article it is shown that then-dimensional measure polytope and then-dimensional cross polytope are edge-Ramsey. It is also shown that these two infinite families and then-dimensional simplexes are the only regular edge-Ramsey polytopes, with the possible exceptions of the hexagon and the 24-cell.",K. Cantwell,Discrete & Computational Geometry,1996,https://link.springer.com/article/10.1007/BF02711499,"Regular Polygon,Coordinate Form,Regular Polytopes,Coordinate Pair,Parallel Line Segment"
