,title,abstract,author,journal,year,pdf_link,keyword
815,Numerical simulation for evolutionary history of three-dimensional basin,"Numerical simulation for evolutionary history of an oil- and gas-bearing basin is to repeat geological and thermodynamic history of basin evolution on a computer and then to quantitate petroleum generation, accumulation and migration. The mathematical model describing geological and thermodynamic history of the basin evolution is characterised by an initial-boundary value problem of a system of nonlinear partial differential equations. In the present paper, a numerical method for three-dimensional problem and the analysis of its stability are established and a numerical result for a practical model is given, which shows that the abnormal pressure and paleo-temperature computed are reasonable and display physical characteristics clearly as well.","Yuan Yi-rang1, Wang Wen-qia1, Yang Dan-ping1, Han Yu-ji2 & …Yang Cheng-shun",Applied Mathematics and Mechanics,1994,https://link.springer.com/article/10.1007/BF02451493,"oil- and gas-bearing basin,basin evolution,mathematical model,numerical simulation"
816,On the numerical solution of the Dirichlet initial boundary-value problem for the heat equation in the case of a torus,The initial-boundary-value problem for the heat equation in the case of a toroidal surface with Dirichlet boundary conditions is considered. This problem is reduced to a sequence of elleptic boundary-value problems by a Laguerre transformation. The special integral representation leads to boundary-integral equations of the first kind and the toroidal surface gives one-dimensional integral equations with a logarithmic singularity. The numerical solution is realized by a trigonometric quadrature method in cases of open or closed smooth boundaries. The results of some numerical experiments are presented.,Roman Chapko,Journal of Engineering Mathematics,2002,https://link.springer.com/article/10.1023/A%3A1016509701726,"heat equation,Laguerre polynomials,integral equations of the first kind,elliptic integrals,trigonometric collocation"
817,Avoiding numerical cancellation in the interior point method for solving semidefinite programs," The matrix variables in a primal-dual pair of semidefinite programs are getting increasingly ill-conditioned as they approach a complementary solution. Multiplying the primal matrix variable with a vector from the eigenspace of the non-basic part will therefore result in heavy numerical cancellation. This effect is amplified by the scaling operation in interior point methods. A complete example illustrates these numerical issues. In order to avoid numerical problems in interior point methods, we propose to maintain the matrix variables in a Cholesky form. We discuss how the factors of the v-space Cholesky form can be updated after a main iteration of the interior point method with Nesterov-Todd scaling. An analogue for second order cone programming is also developed. Numerical results demonstrate the success of this approach.",Jos F. Sturm,Mathematical Programming,2003,https://link.springer.com/article/10.1007/s10107-002-0348-4,"Interior Point,Point Method,Numerical Problem,Matrix Variable,Interior Point Method"
818,The numerical solution of Fredholm integral equations of the second kind with singular kernels,"A numerical method is given for integral equations with singular kernels. The method modifies the ideas of product integration contained in [3], and it is analyzed using the general schema of [1]. The emphasis is on equations which were not amenable to the method in [3]; in addition, the method tries to keep computer running time to a minimum, while maintaining an adequate order of convergence. The method is illustrated extensively with an integral equation reformulation of boundary value problems forΔ
u−P(r
2)u=0; see [9].",Kendall Atkinson1 nAff,Numerische Mathematik,1972,https://link.springer.com/article/10.1007/BF01404695,"Integral Equation,Mathematical Method,General Schema,Fredholm Integral Equation,Product Integration"
819,API stepsize control for the numerical solution of ordinary differential equations,A control-theoretic approach is used to design a new automatic stepsize control algorithm for the numerical integration of ODE's. The new control algorithm is more robust at little extra expense. Its improved performance is particularly evident when the stepsize is limited by numerical stability. Comparative numerical tests are presented.,"Kjell Gustafsson1, Michael Lundh1 & Gustaf Söderlind",BIT Numerical Mathematics,1988,https://link.springer.com/article/10.1007/BF01934091,AMS 65L05
820,Numerical inversion of a class of characteristic functions,In this paper a simple method is proposed to invert numerically a given characteristic function of an absolutely continuous distribution function. The method is based on Fourier series expansions. Exact error bounds are given and a few examples are discussed.,B. Schorr,BIT Numerical Mathematics,1975,https://link.springer.com/article/10.1007/BF01933000,"Fourier,Distribution Function,Computational Mathematic,Characteristic Function,Fourier Series"
821,On the numerical stability of the method of fundamental solution applied to the Dirichlet problem,In this paper we are concerned with analyzing the numerical stability of the method of fundamental solution [2] applied to the Dirichlet problem of Laplace’s equation. In the course of the analysis we clarify the mechanism of the propagation of the perturbation in the boundary condition of the problem and develop a numerical technique to examine the numerical stability of the method.,Takashi Kitagawa,Japan Journal of Applied Mathematics,1988,https://link.springer.com/article/10.1007/BF03167903,"numerical stability,the method of fundamental solution,Dirichlet problem"
822,A one-sweep numerical method for vector-matrix difference equations with two-point boundary conditions,"A new method is proposed for reducing two-point boundaryvalue problems for vector-matrix systems of linear difference equations to initial-value problems. The method has the advantage that only one sweep is required, and memory requirements are minimal. Applications to potential theory are discussed.",E. Angel1 & R. Kalaba,Journal of Optimization Theory and Applications,1970,https://link.springer.com/article/10.1007/BF00932581,"Boundary Condition,Difference Equation,Potential Theory,Memory Requirement,Linear Difference Equation"
823,A multi-point numerical integrator with trigonometric coefficients for initial value problems with periodic solutions,"Based on the collocation technique, we introduced a unifying approach for deriving a family of multi-point numerical integrators with trigonometric coefficients for the numerical solution of periodic initial value problems. A practical 3-point numerical integrator was presented, whose coefficients are generalizations of classical linear multistep methods such that the coefficients are functions of an estimate of the angular frequency ω. The collocation technique yields a continuous method, from which the main and complementary methods are recovered and expressed as a block matrix finite difference formula that integrates a second-order differential equation over non-overlapping intervals without predictors. Some properties of the numerical integrator were investigated and presented. Numerical examples are given to illustrate the accuracy of the method.","J. O. Ehigie1,2, S. N. Jator3 & S. A. Okunuga",Numerical Analysis and Applications,2017,https://link.springer.com/article/10.1134/S1995423917030089,"block method,periodic solution,trigonometric coefficients,collocation technique"
824,Numerical solution of the transport equations for charges in semiconducting devices,"
We propose a method of solving the problem of determining the concentration fields of electrons and holes and the electric potential field for semiconducting devices. We conduct an analysis of the numerical solutions of problems obtained on various finite-element grids.",S. I. Gorbal' & M. S. Yadzha,Journal of Soviet Mathematics,1993,https://link.springer.com/article/10.1007/BF01097873,"Transport Equation,Potential Field,Concentration Field,Electric Potential Field"
825,"Economical Runge–Kutta methods for numerical solution of stochastic differential equations
              
              
            ",For the numerical solution of stochastic differential equations an economical Runge–Kutta scheme of second order in the weak sense is proposed. Numerical stability is studied and some examples are presented to support the theoretical results. ,F. Costabile1 & A. Napoli,BIT Numerical Mathematics,2008,https://link.springer.com/article/10.1007/s10543-008-0190-z,stochastic differential equations
826,"A Generalization of Ostrowski Integral Inequality for Mappings Whose Derivatives Belong to L_1 [a,b] and Applications in Numerical Integration","A generalization of Ostrowski integral inequality for mappings whose derivatives belong to L_1 [a,b], and applications for general quadrature formulae are given.",S. S. Dragomir,Journal of Computational Analysis and Applications,2001,https://link.springer.com/article/10.1023/A%3A1012050307412,"Ostrowski integral inequality,quadrature formulae"
827,The falkneer-skan equation: Numerical solutions within group invariance theory,"The iterative transformation method, defined within the framework of the group invariance theory, is applied to the numerical solution of the Falkner-Skan equation with relevant boundary conditions. In this problem a boundary condition at infinity is imposed which is not suitable for a numerical use. In order to overcome this difficulty we introduce a free boundary formulation of the problem, and we define the iterative transformation method that reducess the free boundary formulation to a sequence of initial value problems. Moreover, as far as the value of the wall shear stress is concerned we propose a numerical test of convergence. The usefulness of our approach is illustrated by considering the wall shear stress for the classical Homann and Hiemenz flows. In the Homann's case we apply the proposed numerical test of convergence, and meaningful numerical results are listed. Moreover, for both cases we compared our results with those reported in literature.",Riccardo Fazio,CALCOLO,1994,https://link.springer.com/article/10.1007/BF02575722,"Primary: 65L10,Secondary: 34B15,76D10"
828,Proximal-like contraction methods for monotone variational inequalities in a unified framework II: general methods and numerical experiments,"Approximate proximal point algorithms (abbreviated as APPAs) are classical approaches for convex optimization problems and monotone variational inequalities. In Part I of this paper (He et al. in Proximal-like contraction methods for monotone variational inequalities in a unified framework I: effective quadruplet and primary methods, 2010), we proposed a unified framework consisting of an effective quadruplet and a corresponding accepting rule. Under the framework, various existing APPAs can be grouped in the same class of methods (called primary or elementary methods) which adopt one of the geminate directions in the effective quadruplet and take the unit step size. In this paper, we extend the primary methods by using the same effective quadruplet and the accepting rule. The extended (general) contraction methods need only minor extra even negligible costs in each iteration, whereas having better properties than the primary methods in sense of the distance to the solution set. A set of matrix approximation examples as well as six other groups of numerical experiments are constructed to compare the performance between the primary (elementary) and extended (general) methods. As expected, the numerical results show the efficiency of the extended (general) methods are much better than that of the primary (elementary) ones.","Bingsheng He1,2, Li-Zhi Liao3 & Xiang Wang",Computational Optimization and Applications,2012,https://link.springer.com/article/10.1007/s10589-010-9373-z,"Variational inequality,Monotone,Contraction methods"
829,On Nordsieck's method for the numerical solution of ordinary differential equations,The connection between the class of methods suggested by Nordsieck and the class of linear multi-step methods is examined. It is shown that the starting procedure suggested by Nordsieck is specially suited to the Adams method.,M. R. Osborne,BIT Numerical Mathematics,1966,https://link.springer.com/article/10.1007/BF01939549,"Differential Equation,Ordinary Differential Equation,Computational Mathematic,Adams Method"
830,"A direct method for the numerical solution ofy″=f(x,y)
","A direct method has been obtained for the numerical solution ofy″=f(x,y). Stability and error analysis of this method are studied and compared with the classical Runge-Kutta method and Runge-Kutta-Nyström method. Computational examples are also presented.",S. H. Chang1 & P. C. Gnepp,CALCOLO,1984,https://link.springer.com/article/10.1007/BF02576173,"Exact Solution,Error Analysis,Functional Evaluation,Order Differential Equation,Local Truncation Error"
831,Filtering procedures for flow in heterogeneous porous media: numerical results,"This paper focuses on heterogeneous soil permeabilities and on the impact their resolution has on the solution of the piezometric head equation. The method of coarse graining is proposed in order to filter the piezometric head equation on arbitrary support scales: Large scale fluctuations of the permeabilities are resolved, whereas small scale fluctuations are smoothed by a spatial filtering procedure. The filtering procedure is performed in Fourier space with the aid of a low-frequency cut-off function. In the filtered equations, the impact of the small scale variability is modeled by scale dependent effective permeabilities which are determined by additional differential equations. The additional differential equations are equivalent to the piezometric head equation on cells which are solved numerically by using the software toolbox UG. The numerical results are compared with the theoretical results derived in Attinger 2001.","Sabine Attinger1, Jens Eberhard2 & Nicolas Neuss",Computing and Visualization in Science,2002,https://link.springer.com/article/10.1007/s00791-002-0088-2,"Permeability,Fourier,Porous Medium,Theoretical Result,Coarse Graining"
832,"Stability of collocation methods for the numerical solution ofy″=f (x,y)","The stability properties of the collocation methods using polynomials for the numerical solution ofy″=f(x,y) are studied in this paper. A simple procedure which can be used to determine the stability region of any method is presented. It is shown that all methods using points symmetrically placed in each subinterval are always stable at least in a finite interval. Some methods which have an infinite interval of stability are derived and their practical value is discussed.",L. Kramarz,BIT Numerical Mathematics,1980,https://link.springer.com/article/10.1007/BF01933194,"Computational Mathematic,Stability Region,Stability Property,Simple Procedure,Collocation Method"
833,The numerical range of positive operators on Hilbert lattices,"We show symmetry properties of the numerical range of positive operators on Hilbert lattices. These results generalise the respective properties for positive matrices shown in Li et al. (Linear Algebra Appl 350:1–23, 2002) and Maroulas et al. (Linear Algebra Appl 348:49–62, 2002). Similar assertions are also valid for the block numerical range of positive operators.",Agnes Radl,Integral Equations and Operator Theory,2013,https://link.springer.com/article/10.1007/s00020-013-2032-x,"Primary 47A12,Secondary 46B42"
834,On numerical experiments with symmetric semigroups generated by three elements and their generalization,"We give a simple explanation of numerical experiments of V. Arnold with two sequences of symmetric numerical semigroups, S(4,6+4k,87−4k) and S(9,3+9k,85−9k) generated by three elements. We present a generalization of these sequences by numerical semigroups \(\mathsf{S}(r_{1}^{2},r_{1}r_{2}+r_{1}^{2}k,r_{3}-r_{1}^{2}k)\), k∈ℤ, r
1,r
2,r
3∈ℤ+, r
1≥2 and gcd(r
1,r
2)=gcd(r
1,r
3)=1, and calculate their universal Frobenius number Φ(r
1,r
2,r
3) for the wide range of k providing semigroups be symmetric. We show that this type of semigroups admit also nonsymmetric representatives. We describe the reduction of the minimal generating sets of these semigroups up to \(\{r_{1}^{2},r_{3}-r_{1}^{2}k\}\) for sporadic values of k and find these values by solving the quadratic Diophantine equation.",Leonid G. Fel,Functional Analysis and Other Mathematics,2011,https://link.springer.com/article/10.1007/s11853-011-0048-9,"Symmetric numerical semigroups,Frobenius number"
835,Asymptotical Stability of Numerical Methods with Constant Stepsize for Pantograph Equations,"In this paper, the asymptotical stability of the analytic solution and the numerical methods with constant stepsize for pantograph equations is investigated using the Razumikhin technique. In particular, the linear pantograph equations with constant coefficients and variable coefficients are considered. The stability conditions of the analytic solutions of those equations and the numerical solutions of the θ-methods with constant stepsize are obtained. As a result Z. Jackiewicz’s conjecture is partially proved. Finally, some experiments are given. ","M. Z. Liu1, Z. W. Yang1 & G. D. Hu",BIT Numerical Mathematics,2005,https://link.springer.com/article/10.1007/s10543-005-0022-3,"pantograph equation,Razumikhin type theorem,asymptotical stability,numerical methods"
836,Numerical solution of the abel integral equation,"A numerical method for the solution of the Abel integral equation is presented. The known function is approximated by a sum of Chebyshev polynomials. The solution can then be expressed as a sum of generalized hypergeometric functions, which can easily be evaluated, using a simple recurrence relation.",R. Piessens1 & P. Verbaeten,BIT Numerical Mathematics,1973,https://link.springer.com/article/10.1007/BF01933409,"Abel integral equation,Chebyshev polynomial,recurrence relation"
837,A newer class of numerical sequences and its applications to sine and cosine series,"We prove three theorems for sequences of γ group bounded variation, which are analogues of the theorems proved earlier for monotone, or quasi-monotone sequences, or sequences of rest bounded variation.",L. Leindler,Analysis Mathematica,2007,https://link.springer.com/article/10.1007/s10474-007-0103-4,"Trigonometric Series,Strong Approximation,Numerical Sequence,Monotone Sequence,Integrability Theorem"
838,A new class of numerical sequences and its applications to sine and cosine series,"First, it is proved that the class of classical quasi-monotone sequences is not comparable to the newly defined class of sequences of ‘rest bounded variation’. Considering this result, we prove three sample theorems for sequences of rest bounded variation, being analogues of the theorems proved earlier for monotone or quasi-monotone sequences. One of them gives a partial answer to a question raised by R. P. Boas Jr.",László Leindler,Analysis Mathematica,2002,https://link.springer.com/article/10.1023/A%3A1021717700626,"Partial Answer,Sample Theorem,Numerical Sequence,Cosine Series"
839,Numerical Scaling Invariance Applied to the van der Pol Model,"In this study we use the van der Pol model to explain a novel numerical application of scaling invariance. The model in point is not invariant to a scaling group of transformations, but by introducing an embedding parameter we are able to recover it from an extended model which is invariant to an extended scaling group. As well known, within a similarity analysis we can define a family of solutions from a computed one, so that the solution of a target problem can be obtained by rescaling the solution of a reference problem. The main idea is to use scaling invariance and numerical analysis to find a reference problem easier to solve, from a numerical viewpoint, than the target problem. This allows us to save human efforts and computational resources every time we have to solve a challenging problem.We test our approach using three stiff solvers available within the most recent releases of MATLAB. Independently from the solver used, by employing the described scaling invariance we are able to significantly reduce the computational cost of the numerical solution of the van der Pol model.",Riccardo Fazio,Acta Applicandae Mathematicae,2008,https://link.springer.com/article/10.1007/s10440-008-9244-0,"Scaling properties,Ordinary differential equations,Initial value problems"
840,Saab 500 — A numerical control system,"The content of the first part is a short analysis of the concept Numerical Control and a discussion of associated procedures. The hardware part assigned to the controlled process is constructed as a control calculator. After a discussion of the amount of information required to feed the control calculator, further considerations have lead to the ideas behind the Saab 500 numerical control system.The Saab 500 system is presented in its main parts.",Lars-Olof Sundström,BIT Numerical Mathematics,1962,https://link.springer.com/article/10.1007/BF01957331,"Control System,Computational Mathematic,Control Process,Main Part,Numerical Control"
841,Numerical Simulation of Free Oscillations of Elastic Bodies with a Thin Coating,"We propose an approach to the investigation of problems on free oscillations of elastic bodies with a thin coating. The method consists of applying a combined mathematical model which is based on the three-dimensional equations of elasticity theory in the domain of a body and on the two-dimensional equations of the theory of shells of the Timoshenko type in the domain of a thin coating. The systems of these equations are related by the conditions of conjugation on the surface of contact. For the numerical analysis of the eigenvalue problem, we used a scheme of the finite-element method constructed by using approximations of different dimensionality.",Ya. G. Savula1 & O. S. Kossak,Journal of Mathematical Sciences,2002,https://link.springer.com/article/10.1023/A%3A1013765232115,"Mathematical Model,Eigenvalue Problem,Elasticity Theory,Elastic Body,Free Oscillation"
842,Optimization Problem Coupled with Differential Equations: A Numerical Algorithm Mixing an Interior-Point Method and Event Detection,"The numerical analysis of a dynamic constrained optimization problem is presented. It consists of a global minimization problem that is coupled with a system of ordinary differential equations. The activation and the deactivation of inequality constraints induce discontinuity points in the time evolution. A numerical method based on an operator splitting scheme and a fixed point algorithm is advocated. The ordinary differential equations are approximated by the Crank-Nicolson scheme, while a primal-dual interior-point method with warm-starts is used to solve the minimization problem. The computation of the discontinuity points is based on geometric arguments, extrapolation polynomials and sensitivity analysis. Second order convergence of the method is proved when an inequality constraint is activated. Numerical results for atmospheric particles confirm the theoretical investigations.","A. Caboussat1, C. Landry2 & J. Rappaz",Journal of Optimization Theory and Applications,2010,https://link.springer.com/article/10.1007/s10957-010-9714-1,"Initial value problem,Constrained optimization,Warm-starts,Discontinuity points,Sensitivity analysis"
843,Avoiding numerical dispersion in option valuation,"This paper shows how to handle ill-posed option valuation problems with finite differences. Approximating the (multidimensional) Black-Scholes PDE by a difference scheme, the solution often shows numerical oscillations. It is known that dispersion is a reason for these wiggles. Moreover the paper demonstrates how to suppress numerical dispersion and therewith how to use finite difference approximations in general settings. Pointing out the properties, especially the disadvantages, of common variable transformations in the Black-Scholes context. The results will be extended for options on baskets of multiple assets. Finally a new transformation is derived to reduce the computational effort calculating basket options with two and three assets.",Rainer Int-Veen,Computing and Visualization in Science,2007,https://link.springer.com/article/10.1007/s00791-007-0074-9,"Finite differences,Dispersion,Dissipation,Option valuation"
844,Numerical modeling of seismic and acoustic-gravity waves propagation in an “Earth-Atmosphere” model in the presence of wind in the air,"In this paper, an effective numerical algorithm for 2.5D seismic and acoustic-gravitational wave propagation is applied to a combined “Earth-Atmosphere” model in the presence of wind in the air. Seismic wave propagation in an elastic half-space is described by a system of first-order dynamic equations of elasticity theory. The propagation of acoustic-gravitational waves in the atmosphere in the presence of wind is described by the linearized Navier-Stokes equations. The algorithm is based on the integral Laguerre transform with respect to time, the finite integral Fourier transform with respect to a spatial coordinate combined with a finite difference method for the reduced problem.",B. G. Mikhailenko1 & A. A. Mikhailov,Numerical Analysis and Applications,2014,https://link.springer.com/article/10.1134/S1995423914020062,"acoustic-gravitational and seismic waves,Navier-Stokes equations,Laguerre transform,finite difference method"
845,On the stability of the one-step exact collocation methods for the numerical solution of the second kind Volterra integral equation,The purpose of this paper is to analyze the stability properties of one-step collocation methods for the second kind Volterra integral equation through application to the basic test and the convolution test equation.Stability regions are determined when the collocation parameters are symmetric and when they are zeros of ultraspherical polynomials.,"M. R. Crisci1, E. Russo2 & A. Vecchio",BIT Numerical Mathematics,1989,https://link.springer.com/article/10.1007/BF01952681,"Primary 65R20,Secondary 45D05,45L10"
846,Some Observations on the TLM Numerical Solution of the Laplace Equation,"This paper describes progress on the TLM modelling of the Laplace equation, in particular, how the rate of convergence is influenced by the choice of scattering parameter for a particular discretisation. The hypothesis that optimum convergence is achieved when the real and imaginary parts for the lowest harmonic in a Fourier solution cancel appears to be upheld. The Fourier solution for the problem has been advanced by a better understanding of the nature of the initial excitation. The relationship between the form of the initial condition used in this and many other numerical solutions of the Laplace equation and oscillatory behavior in the results is given a firmer theoretical basis. A correlation between TLM numerical results and those obtained from matrix spectral radius calculations has confirmed much previous work.","D. de Cogan1, X. Gui2 & M. Rak",Journal of Mathematical Modelling and Algorithms,2009,https://link.springer.com/article/10.1007/s10852-009-9112-6,"Transmission line matrix (TLM) method,Differential equations,Laplace equation,Spectral radius,Fourier solutions"
847,Numerical models of mosaic homogeneous isotropic random fields and problems of radiative transfer,"New algorithms for statistical modeling of radiation transfer through various types of stochastic homogeneous isotropic media are created. For this, a special geometric implementation of a “maximum cross-section method” is developed, which takes into account radiation absorption by an exponential weight factor. Some functionals of the solution to the radiative transfer equation, such as mean passage probability, as functions of the correlation length and field type are studied both theoretically and numerically. A theorem of convergence of these functionals to corresponding functionals for an average field as the correlation length decreases to zero is proved.",A. Yu. Ambos,Numerical Analysis and Applications,2016,https://link.springer.com/article/10.1134/S199542391601002X,"Poisson ensemble,random field,correlation function,radiative transfer,maximum cross-section method"
848,Numerical stochastic models of sea surface undulation and extreme ocean waves,The paper deals with a simulation of the time-space stochastic structure of sea surface undulation and extreme ocean waves. Some numerical algorithms of conditional spectral models of random fields and models of time series with observation data are constructed. The frequency of occurrence of extreme waves is estimated on the basis of the theory of outliers of random processes and fields.,"K. V. Litvenko1 & S. M. Prigarin1,",Numerical Analysis and Applications,2014,https://link.springer.com/article/10.1134/S1995423914040041,"simulation of random fields,conditional spectral models,time series,sea surface undulation,extreme ocean waves (freak-waves,rogue waves)"
849,Numerical model for the development of magnetorotational instability in an annular channel,"A laboratory experiment on studying magnetorotational instability (MRI) has been numerically simulated. The experiment involves driving liquid sodium placed in a vertical magnetic field in rotation by passing a radial electric current between the surfaces of coaxial cylinders. The numerical simulation yields the parameters of the future experimental device making it possible to develop MRI. These parameters include the size of the working chamber, the value of the radial current, and the strength of the initial magnetic field.","K. R. Sychugov1, A. Yu. Lugovsky1, I. S. Muhin1, A. N. Pastuhov2 & …V. M. Chechetkin",Mathematical Models and Computer Simulations,2015,https://link.springer.com/article/10.1134/S2070048215060095,"magnetic hydrodynamics,simulation of MHD instabilities in plasma,software toolkit"
850,Numerical Method for Predicting Hemodynamic Effects in Vascular Prostheses,"A three-dimensional unsteady periodic flow of blood in xenogenic vascular bioprostheses is simulated by computational fluid dynamics methods. The geometry of the computational domain is based on microtomographic scanning of bioprostheses. To set a variable pressure gradient causing an unsteady flow in the prostheses, personal-specific data of the Doppler echography of the blood flow of a particular patient are used. A comparative analysis of the velocity fields in the flow areas corresponding to three real samples of bioprostheses with multiple stenoses is carried out. In the zones of stenosis and outside of them, the distribution of the near-wall shear stress, which affects the risk factors for thrombosis in the prostheses, is analyzed. An algorithm for predicting the hemodynamic effects arising in vascular bioprostheses is proposed; the algorithm is based on the numerical modeling of the blood flow in these prostheses.","V. G. Borisov1,2, Yu. N. Zakharov1,2, Yu. I. Shokin2, E. A. Ovcharenko3, K. Yu. Klyshnikov3, I. N. Sizova3, A. V. Batranin4, Yu. A. Kudryavtseva3 & …P. S. Onishchenko2,",Numerical Analysis and Applications,2019,https://link.springer.com/article/10.1134/S1995423919040025,"computer modeling,blood flow,bioprostheses,wall shear stress"
851,Using Computer Algebra to Certify the Global Convergence of a Numerical Optimization Process,"The basic objective of blind signal separation is to recover a set of source signals from a set of observations that are mixtures of the sources with no, or very limited knowledge about the mixture structure and source signals. To extract the original sources, many algorithms have been proposed; among them, the cross-correlation and constant modulus algorithm (CC-CMA) appears to be the algorithm of choice due to its computational simplicity.An important issue in CC-CMA algorithm is the global convergence analysis, because the cost function is not quadratic nor convex and contains undesirable stationary points. If these undesirable points are local minimums, the convergence of the algorithm may not be guaranteed and the CC-CMA would fail to separate source signals.The main result of this paper is to complete the classification of these stationary points and to prove that they are not local minimums unless if the mixing parameter is equal to 1.This is obtained by using the theory of discriminant varieties to determine the stationnary points as a function of the parameter and then to show that the Hessian matrix of the cost function is not positive semidefinite at these stationnay points, unless if the mixing parameter is 1.","Nong Gu1, Daniel Lazard2, Fabrice Rouillier2 & …Yong Xiang",Mathematics in Computer Science,2007,https://link.springer.com/article/10.1007/s11786-007-0021-7,"Primary 94A12,secondary 13P10, 14P10, 65K99"
852,Reduction in the Resonance Error in Numerical Homogenization II: Correctors and Extrapolation,"This paper is the follow-up of Gloria (Math Models Methods Appl Sci 21(8):1601–1630, 2011). One common drawback among numerical homogenization methods is the presence of the so-called resonance error, which roughly speaking is a function of the ratio \(\frac{\varepsilon }{\rho }\), where \(\rho \) is a typical macroscopic lengthscale and \(\varepsilon \) is the typical size of the heterogeneities. In the present work, we make a systematic use of regularization and extrapolation to reduce this resonance error at the level of the approximation of homogenized coefficients and correctors for general non-necessarily symmetric stationary ergodic coefficients. We quantify this reduction for the class of periodic coefficients, for the Kozlov subclass of almost-periodic coefficients, and for the subclass of random coefficients that satisfy a spectral gap estimate (e.g., Poisson random inclusions). We also report on a systematic numerical study in dimension 2, which demonstrates the efficiency of the method and the sharpness of the analysis. Last, we combine this approach to numerical homogenization methods, prove the asymptotic consistency in the case of locally stationary ergodic coefficients, and give quantitative estimates in the case of periodic coefficients.","Antoine Gloria1,2 & Zakaria Habibi",Foundations of Computational Mathematics,2016,https://link.springer.com/article/10.1007/s10208-015-9246-z,"Numerical homogenization,Resonance error,Effective coefficients,Correctors,Periodic,Almost periodic,Random"
853,Analytical-Numerical Approach to Describing Time-Periodic Motion of Fronts in Singularly Perturbed Reaction–Advection–Diffusion Models,"AbstractThe paper presents an analytical-numerical approach to the study of moving fronts in singularly perturbed reaction–diffusion–advection models. A method for generating a dynamically adapted grid for the efficient numerical solution of problems of this class is proposed. The method is based on a priori information about the motion and properties of the front, obtained by rigorous asymptotic analysis of a singularly perturbed parabolic problem. In particular, the essential parameters taken into account when constructing the grid are estimates of the position of the transition layer, as well as its width and structure. The proposed analytical-numerical approach can significantly save computer resources, reduce the computation time, and increase the stability of the computational process in comparison with the classical approaches. An example demonstrating the main ideas and methods of application of the proposed approach is considered.","V. T. Volkov1, D. V. Lukyanenko1 & N. N. Nefedov",Computational Mathematics and Mathematical Physics,2019,https://link.springer.com/article/10.1134/S0965542519010159,"reaction–diffusion–advection models,singular perturbations,moving fronts,analytical-numerical method"
854,Numerical solution of some ordinary differential equations occurring in plate deflection theory,A certain fourth-order differential equation is solved numerically by the method of finite differences. Conditions on the original differential equation are given which are sufficient to quarantee that the matrix thus produced is monotone so that a straightforward error analysis is possible. This error analysis is given in detail. Examples are given which demonstrate the validity of this error analysis.,R. A. Usmani1 & M. J. Marsden,Journal of Engineering Mathematics,1975,https://link.springer.com/article/10.1007/BF01535492,"Differential Equation,Mathematical Modeling,Ordinary Differential Equation,Finite Difference,Industrial Mathematic"
855,The appearance of microstructures in problems with incompatible wells and their numerical approach, The goal of the paper is to analyze the creation of microstructure in problems of Calculus of Variations with wells. More precisely we consider a case with strong incompatibility between the wells. This forces the minimizing sequences to use other gradients than the wells in a puzzling way. Using a \(P_1\) method we are then able to single out discrete minimizing sequences and to give energy estimates in terms of the mesh size.,Michel Chipot,Numerische Mathematik,1999,https://link.springer.com/article/10.1007/s002110050452,Mathematics Subject Classification (1991):65K10
856,Numerical-analytical simulation of wave fields for complex subsurface geometries and structures,"In this paper, we propose an analytical method of modeling seismic wave fields over a wide range of geophysical media: elastic, inelastic, anisotropic, anisotropic-inelastic, porous, random-inhomogeneous, etc., at very large distances. Since no finite-difference approximations are used, no grid dispersion occurs in computing wave fields for arbitrary media models and observation points. An analytical solution representation in the spectral domain makes it possible to analyze the wave field by parts, specifically, to obtain primary waves. A program of computing the wave fields has been developed, and a simulation of water waves and seismic “ringing” of the Moon has been carried out. The phenomenon of a monotonic shift of the resonance to the lower frequency area with increasing distance of recording is explained. This phenomenon was detected in some experiments with a seismic vibrator.",B. G. Mikhailenko1 & A. G. Fatyanov,Numerical Analysis and Applications,2014,https://link.springer.com/article/10.1134/S1995423914020074,"mathematical modeling,analytical solution,full wave fields,primary waves,elastic,inelastic,anisotropic-inelastic,porous,random-inhomogeneous media"
857,Convergence of a numerical solver for an ℝ-linear Beltrami equation,"The convergence of the solution of the discretized ℝ-linear Beltrami equation arising in a recent reconstruction algorithm for electrical impedance tomography based on the uniqueness proof of Astala–Päivärinta is investigated. A new discretization is introduced for the L
p-convergence analysis and an O(h
δ) convergence result is proved given C
δ-continuous coefficient functions. Numerical comparisons are made between three different methods. These suggest that the polar coordinate discretization method of Daripa applied in the present context is preferable.",Allan Perämäki,BIT Numerical Mathematics,2012,https://link.springer.com/article/10.1007/s10543-011-0340-6,"Beltrami equation,Electrical impedance tomography,Discretization,Convergence"
