,Unnamed: 0,title,abstract,author,journal,year,pdf_link,keyword
451,0,"
L
2 Harmonic 1-Forms on Minimal Submanifolds in Spheres","We study a complete noncompact minimal submanifold M n in a sphere S n+p. We prove there is no nontrivial L 2 harmonic 1-form and at most one nonparabolic end on M if the total curvature is bounded from above by a constant depending only on n. The rigidity theorem is a generalized version of Ni’s, Yun’s and the second author’s results on submanifolds in Euclidean spaces and Seo’s result on minimal submanifolds in hyperbolic spaces.",Wenzhen Gan1 & Peng Zhu,Results in Mathematics,2014,https://link.springer.com/article/10.1007/s00025-013-0360-4,"53C20,53C40"
452,0,"On the structure of complete hypersurfaces in a Riemannian manifold of nonnegative curvature and L
2 harmonic forms","Let M n be a complete oriented noncompact hypersurface in a complete Riemannian manifold N n+1 of nonnegative sectional curvature with \({2 \leq n \leq 5}\) . We prove that if M satisfies a stability condition, then there are no non-trivial L 2 harmonic one-forms on M. This result is a generalization of a well-known fact in the case when M is a stable minimally immersed hypersurface. As a consequence, we show that if the mean curvature of M is constant, then either M must have only one end or M splits into a product of \({\mathbb{R}}\) and a compact manifold with nonnegative sectional curvature. In case \({n \geq 5}\) , we also show that the same result holds if the absolute value of the mean curvature is less than or equal to the ratio of the norm of the second fundamental form to the dimension of a hypersurface.",Jeong-Jin Kim1 & Gabjin Yun,Archiv der Mathematik,2013,https://link.springer.com/article/10.1007/s00013-013-0486-3,"Primary 53C21,Secondary 53C42"
453,0,Sets of uniqueness for harmonic and analytic functions and inverse problems for wave equations,"Several examples of one-dimensional analytic sets of uniqueness for harmonic functions on the sphere in ℝ3 are given and some examples of analytic sets on the sphere in ℝn which cannot contain sets of uniqueness are presented. Analytic curves which are sets of uniqueness for real-analytic functions in ℝn, n ≥ 3, are constructed. The obtained results are used to justify the inhomogeneity sounding schemes when the inverse problem of acoustic scattering is solved under the conditions that the source and detector coordinates coincide.",M. Yu. Kokurin,Mathematical Notes,2015,https://link.springer.com/article/10.1134/S0001434615030086,"inhomogeneity sounding,set of uniqueness,inverse scattering problem,acoustic sounding scheme"
454,0,A generalization of the Poisson integral formula for the functions harmonic and biharmonic in a ball,We construct an analytic solution to the problem of extension to the unit N-dimensional ball of the potential on its values on an interior sphere. The formula generalizes the conventional Poisson formula. Bavrin’s results obtained for the two-dimensional case by methods of function theory are transferred to the N-dimensional case (N ≥ 3). We also exhibit a solution to a similar extension problem for some operator expressions depending on a potential known on an interior sphere. A connection is established between solutions to the moment problem on a segment and on a semiaxis.,O. E. Yaremko,Siberian Advances in Mathematics,2014,https://link.springer.com/article/10.3103/S1055134414030080,"potential extension,Poisson formula,the moment problem"
455,0,Some sets obeying harmonic synthesis,"LetX be a (not necessarily closed) subspace of the dual spaceB * of a separable Banach spaceB. LetX  1  denote the set of all weak* limits of sequences inX. DefineX  a , for every ordinal numbera, by the inductive rule:X  a  = (U  b   <   a  X  b ) 1 .There is always a countable ordinala such thatX  a  is the weak* closure ofX; the first sucha is called theorder ofX inB *.LetE be a closed subset of a locally compact abelian group. LetPM(E) be the set of pseudomeasures, andM(E) the set of measures, whose supports are contained inE. The setE obeys synthesis if and only ifM(E) is weak* dense inPM(E). Varopoulos constructed an example in which the order ofM(E) is 2. The authors construct, for every countable ordinala, a setE inR that obeys synthesis, and such that the order ofM(E) inPM(E) isa.","Yitzhak Katznelson1,2 & O. Carruth McGehee1,",Israel Journal of Mathematics,1976,https://link.springer.com/article/10.1007/BF02757235,"Direction Vector,Separable Banach Space,Compact Abelian Group,Inductive Rule,Disjoint Open Interval"
456,0,Linear chaos in the quantum harmonic oscillator,"In this note, it is proved that for the annihilation operator B of the unforced quantum harmonic oscillator, B n is mixing and generically δ-chaotic with any 0 < δ < 2 for each positive integer n. Besides, by using the result in [Wu X and Zhu P, J. Phys. A: Math. Theor., 2011, 44: 505101], the authors obtain that the principal measure of B n is equal to 1 for each positive integer n.",Xinxing Wu1 & Peiyong Zhu,Journal of Systems Science and Complexity,2014,https://link.springer.com/article/10.1007/s11424-014-2022-3,"Annihilation operator,Devaney chaos,generical δ-chaos,mixing,principal measure"
457,0,On the Phase Portrait of a Harmonic Oscillator with Friction Perturbed by a Random Process of White Noise Type,We study the phase portrait of a harmonic oscillator with friction for the case in which random perturbations of white noise type expressed in the Itô form act at a certain angle to the phase velocity vector.,G. L. Kulinich1 & Yu. V. Bernatskaya,Mathematical Notes,2000,https://link.springer.com/article/10.1023/A%3A1026656632215,"harmonic oscillator with friction,phase portrait of a harmonic oscillator,white noise,Itô stochastic differential equation,Wiener process,asymptotic stability"
458,0,Propagation of high-frequency harmonic elastic waves from an axially symmetric cavity,"An asymptotic ray method is developed for studying propagation of high-frequency harmonic elastic waves from a smooth, convex, axially symmetric cavity. The dynamic stresses near a prolate spheroidal cavity, to whose surface is applied a normal, angle-independent load, are investigated as a specific numerical example. It is shown that account of three terms of the ray series makes it possible to find quite accurate solutions even when the wave length is comparable with the cavity sizes.",Yu. K. Rubtsov1 & P. N. Soroka,Journal of Soviet Mathematics,1991,https://link.springer.com/article/10.1007/BF01097455,"Wave Length,Elastic Wave,Prolate,Accurate Solution,Cavity Size"
459,0,On one representation of analytic functions by harmonic functions,"Let u(x) be a function analytic in some neighborhood D about the origin, \( \mathcal{D} \) ⊂ ℝn. We study the representation of this function in the form of a series u(x) = u 0(x) + |x|2 u 1(x) + |x|4 u 2(x) + …, where u  k (x) are functions harmonic in \( \mathcal{D} \). This representation is a generalization of the well-known Almansi formula.",V. V. Karachik,Siberian Advances in Mathematics,2008,https://link.springer.com/article/10.3103/S1055134408020041,"polynomial,polyharmonic function,analytic function,Almansi’s formula"
460,0,Subharmonic and ultra-subharmonic response of nonlinear elastic beams subjected to harmonic excitation,"In this paper, the dynamics response of beams subjected to transverse harmonic excitation is studied. The noniinearity of constitutive relations of the beam material is considered. When the buckled beams compressed by axial forces are subjected to transverse period perturbation, the harmonic bifurcates into subharmonic and ultra-subharmonic sequences. The critical conditions for subharmonic and ultra-subharmonic orbits are determined by use of Melnikov method.",Zhang Nianmei1 & Yang Guitong,Applied Mathematics and Mechanics,1999,https://link.springer.com/article/10.1007/BF02459164,"nonlinear,dynamic system,bifurcation"
461,0,On the uniqueness of minimizing harmonic maps to a closed hemisphere,"We study the uniqueness of minimizing harmonic maps to a closed hemisphere. We are able to describe the boundary data for which there are more than one minimizer, and to describe in these cases the corresponding set of minimizers. This is a limiting case for a former result of W.Jäger and H.Kaul.",Etienne Sandier1 & Itai Shafrir,Calculus of Variations and Partial Differential Equations,1994,https://link.springer.com/article/10.1007/BF01234318,"49-XX,58E20"
462,0,The Berger-Ebin theorem and harmonic maps and flows,"The purpose of this paper is to present a geometrization of the Berger-Ebin theorem. We use this theorem for the study of harmonic maps and flows, in particular, Ricci solitons. We also clarify the role of a vector field in the corresponding decompositions.",S. E. Stepanov,Russian Mathematics,2012,https://link.springer.com/article/10.3103/S1066369X12040093,"Berger-Ebin theorem,harmonic map,harmonic flow,infinitesimal harmonic transformation"
463,0,A Note on Bifurcation for Harmonic Maps on Annular Domains,"In this paper we consider harmonic maps u(r, θ) from an annular domain \({\Omega _{\rho} = B_{1}\backslash\bar{B}_{\rho}}\) to S 2 with the boundary conditions: \({u(\rho, \theta ) = \left(\cos\theta, \sin \theta, 0\right)}\) , and \({u(1,\theta )= \left( \cos \left( \theta +\theta_{0} \right) ,\sin \left( \theta +\theta _{0} \right) ,0\right)}\) , where \({\theta _{0} \in [0, \pi[}\) is a fixed angle. This problem arises from the theory of liquid crystals. We prove, with elementary time map arguments, a bifurcation result, namely the existence of a not trivial (that is not planar) harmonic map of minimum energy \({u_{\theta_0}}\) , for suitable combination of value of ρ and \({\theta _{0}}\) . This result improves the one in Greco (Proc Am Math Soc 129(4):1199–1206, 2000). In the case \({ \theta _{0}=\pi}\) , so that \({u(1, \theta) = \left(-\cos \theta ,-\sin \theta, 0\right)}\) , no bifurcation occurs, since the minimum of the energy is not trivial, and we study the behavior of the harmonic maps \({u_{\theta_0}}\) as \({\theta_0 \rightarrow \pi}\) .",Carlo Greco,Mediterranean Journal of Mathematics,2016,https://link.springer.com/article/10.1007/s00009-014-0502-2,Primary 58E20
464,0,Infinitesimal harmonic transformations and ricci solitons on complete Riemannian manifolds,"Ricci solitons were introduced by R. Hamilton as natural generalizations of Einstein metrics. A Ricci soliton on a smooth manifold M is a triple (g0,ξ, λ), where g0 is a complete Riemannian metric, ξ a vector field, and λ a constant such that the Ricci tensor Ric0 of the metric g0 satisfies the equation Ò2 Ric0 = Lξg0 + 2λgo. The following statement is one of the main results of the paper. Let (g0,ξ, λ) be a Ricci soliton such that M,g0 is a complete noncompact oriented Riemannian manifold, \( \int\limits_M {\left\| \xi \right\|dv < \infty } \), and the scalar curvature s0 of g0 has a constant sign on M, then (M, g0) is an Einstein manifold",S. E. Stepanov1 & I. I. Tsyganok,Russian Mathematics,2010,https://link.springer.com/article/10.3103/S1066369X10030138,"Ricci solitons,infinitesimal harmonic transformations,complete Riemannian manifold"
465,0,Sturdy Harmonic Functions and their Integral Representations,"Sturdy harmonic functions constitute all but the least tractable of the positive harmonic functions in potential-theoretic settings. They are the uniform limits on compact sets of positive, bounded harmonic functions and are also produced by a simple integral representation on the boundary of a natural compactification of the space on which they are defined. The boundary of that compactification is metrizable, and more regular for the Dirichlet problem, in general, than is the Martin boundary if that boundary is even defined in the setting.",Jürgen Bliedtner1 & Peter A. Loeb,Positivity,2003,https://link.springer.com/article/10.1023/A%3A1026263202448,"harmonic functions,integral representations,Dirichlet problem,Martin boundary,Choquet simplex"
466,0,On stable harmonic mappings,"Stable harmonic mappings were first introduced and studied by Hernández and Martín (Math Proc Camb Philos Soc 155:343–359, 2013). Continuing research in this direction, we first prove a result on stability of the integral transform of harmonic mappings. Afterwards, we proved that the harmonic convolution \((\varphi +\alpha \overline{\varphi })*f\) is a stable harmonic convex mapping for \(|\alpha |\le 1\), where \(\varphi \) is a convex univalent map and f is a stable harmonic convex map. Furthermore, we consider the meromorphic analogs of stable harmonic mappings and establish various interesting results for these new classes of mappings.",Bappaditya Bhowmik1 & Santana Majee,Analysis and Mathematical Physics,2022,https://link.springer.com/article/10.1007/s13324-022-00760-z,"Shear construction,Stable harmonic mappings,Integral transform,Meromorphic functions,Concave mappings,Convolution,Coefficient bounds"
467,0,Onp-harmonic functions in the complex plane and curvature,"In the complex plane thep-harmonic equation div(|∇u|p−2∇u) = 0, 1 <p < ∞, exhibits some features reminiscent of Function Theory. Our results about curvature in this structure complement known facts about minimal surfaces and harmonic functions. Quasiregular mappings are used.","Peter Lindqvist1,",Israel Journal of Mathematics,1988,https://link.springer.com/article/10.1007/BF02778033,"Harmonic Function,Minimal Surface,Gauss Curvature,Level Line,Total Curvature"
468,0,DLR measures for one-dimensional harmonic systems,A one-dimensional chain of nearest neighbor linearly interacting oscillators {q  x } x∈ℤ  is studied. The set of all its extremal DLR measures is characterized in terms of a parameter α∈ℝ2. For each α there is a Gaussian DLR measure with support on the set of configurations determined by the rate of growth of¦q x¦. It is then finally proved that there is only one translationally invariant DLR measure. This proves the following conjecture: invariant DLR measures give uniformly finite first moment to ¦q x¦.,"G. Benfatto1,2, E. Presutti3 & M. Pulvirenti",Zeitschrift für Wahrscheinlichkeitstheorie und Verwandte Gebiete,1978,https://link.springer.com/article/10.1007/BF00533601,"Stochastic Process,Probability Theory,Mathematical Biology,Harmonic System"
469,0,High harmonic generation in a two-color field composed of a pump field and a weak subsidiary high frequency field,"‘Coherent control of high-harmonic generation in a two-color field’ has been widely concerned. Using split-operator algorithm, we have calculated the high-harmonic generation for helium ion He+ in a two-color field which is composed of a driving field and a weak subsidiary high frequency field (Is = I0/100, (ω,13ω),...(ω, 120ω)) and found that such a field can produce much higher harmonic intensity, typically increasing the harmonics corresponding to the incident frequency of the subsidiary field. The different effects coming from the different subsidiary fields are calculated and analyzed. It is indicated that one of the important underlying mechanisms is high frequency photon induced radiation.","Jing Chen1, Zhizhan Xu1, Weixing Qu1, Ya Chen1 & …Zhinan Zeng",Science in China Series A: Mathematics,2002,https://link.springer.com/article/10.1360/02ys9008,"high field physics,high-harmonic generation,two-color field"
470,0,On the Completeness of Products of Harmonic Functions and the Uniqueness of the Solution of the Inverse Acoustic Sounding Problem,"It is proved that the family of all pairwise products of regular harmonic functions on D and of the Newtonian potentials of points on the line L ⊂ Rn is complete in L2(D), where D is a bounded domain in Rn, n ≥ 3, such that \(\bar D\) ∩ L = ∅. This result is used in the proof of uniqueness theorems for the inverse acoustic sounding problem in R3.",M. Yu. Kokurin,Mathematical Notes,2018,https://link.springer.com/article/10.1134/S0001434618110093,"harmonic function,Newtonian potential,completeness,integral equation,acoustic sounding,inverse problem,unique solvability"
471,0,Nonlinear Schrödinger equation with combined power-type nonlinearities and harmonic potential,"This paper discusses a class of nonlinear Schrödinger equations with combined power-type nonlinearities and harmonic potential. By constructing a variational problem the potential well method is applied. The structure of the potential well and the properties of the depth function are given. The invariance of some sets for the problem is shown. It is proven that, if the initial data are in the potential well or out of it, the solutions will lie in the potential well or lie out of it, respectively. By the convexity method, the sharp condition of the global well-posedness is given.","Run-zhang Xu 
            (徐润章)1 & Chuang Xu 
            (徐 闯)",Applied Mathematics and Mechanics,2010,https://link.springer.com/article/10.1007/s10483-010-0412-7,"sharp criterion,invariant manifold,harmonic potential,combined power-type nonlinearities"
472,0,Paley-Wiener type theorems on harmonic extensions ofH-type groups,"Letn=v⊕z be anH-type group, and letn⊕a be the harmonic semidirect product ofn witha≃R. LetNA be the corresponding simply connected Lie group. If dimv=m and dimz=k, denoteQ=m/2+k. We prove that the spherical Fourier transform is a topological isomorphism between thep-Schwartz spacel p(N,A)♯,(0<p≤2), (0<p≦2), and the space of holomorphic rapidly decreasing functions on the strip {s∈C:|Re(s)|<εQ/2} with ε=2/p−1.",Bianca Di Blasio,Monatshefte für Mathematik,1997,https://link.springer.com/article/10.1007/BF01316934,"43A30,43A90,53C25"
473,0,Denoising and Harmonic Detection Using Nonorthogonal Wavelet Packets in Industrial Applications,"New industrial applications call for new methods and new ideas in signal analysis. Wavelet packets are new tools in industrial applications and they have just recently appeared in projects and patents. In training neural networks, for the sake of dimensionality and of ratio of time, compact information is needed. This paper deals with simultaneous noise suppression and signal compression of quasi-harmonic signals. A quasi-harmonic signal is a signal with one dominant harmonic and some more sub harmonics in superposition. Such signals often occur in rail vehicle systems, in which noisy signals are present. Typically, they are signals which come from rail overhead power lines and are generated by intermodulation phenomena and radio interferences. An important task is to monitor and recognize them. This paper proposes an algorithm to differentiate discrete signals from their noisy observations using a library of nonorthonormal bases. The algorithm combines the shrinkage technique and techniques in regression analysis using Shannon Entropy function and Cross Entropy function to select the best discernable bases. Cosine and sine wavelet bases in wavelet packets are used. The algorithm is totally general and can be used in many industrial applications. The effectiveness of the proposed method consists of using as few as possible samples of the measured signal and in the meantime highlighting the difference between the noise and the desired signal. The problem is a difficult one, but well posed. In fact, compression reduces the level of the measured noise and undesired signals but introduces the well known compression noise. The goal is to extract a coherent signal from the measured signal which will be “well represented” by suitable waveforms and a noisy signal or incoherent signal which cannot be “compressed well” by the waveforms. Recursive residual iterations with cosine and sine bases allow the extraction of elements of the required signal and the noise. The algorithm that has been developed is utilized as a filter to extract features for training neural networks. It is currently integrated in the inferential modelling platform of the unit for Advanced Control and Simulation Solutions within ABB’s industry division. An application using real measured data from an electrical railway line is presented to illustrate and analyze the effectiveness of the proposed method. Another industrial application in fault detection, in which coherent and incoherent signals are univocally visible, is also shown.",P. Mercorelli,Journal of Systems Science and Complexity,2007,https://link.springer.com/article/10.1007/s11424-007-9028-z,"Data compression,denoising,rail vehicle control,trigonometric bases,wavelet packets"
474,0,The gradient flow for gauged harmonic map in dimension two II,"In this article, we study a gradient flow associated with a gauged harmonic map energy in dimension two. Particularly, we focus on the bubbling analysis at the first singular time.",Yong Yu,Calculus of Variations and Partial Differential Equations,2014,https://link.springer.com/article/10.1007/s00526-013-0660-2,"Primary 53C05,58E15,Secondary 35K40,35K55"
475,0,Multiple Solitary Waves Due to Second-Harmonic Generation in Quadratic Media," A detailed mathematical analysis is undertaken of solitary-wave solutions of a system of coupled nonlinear Schrödinger equations describing second-harmonic generation in optical materials with χ (2)  nonlinearity. The so-called bright-bright case is studied exclusively. The system depends on a single dimensionless parameter α  that includes both wave and material properties. Using methods from the calculus of variations, the first rigorous mathematical proof is given that at least one solitary wave exists for all positive α . Recently, bound states (multipulsed solitary waves) have been found numerically. Using numerical continuation, the region of existence of these solutions is revealed to be α ∈  (0,1), and the bifurcations occurring at the two extremes of this interval are uncovered.","A. C. Yew1, A. R. Champneys2 & P. J. McKenna",Journal of Nonlinear Science,1999,https://link.springer.com/article/10.1007/s003329900063,"Solitary Wave,Homoclinic Solution,Numerical Continuation,Strict Local Minimum,Mountain Pass Lemma"
476,0,Dimension-Independent Estimates for Heat Operators and Harmonic Functions,"We establish dimension-independent estimates related to heat operators e tL on manifolds. We first develop a very general contractivity result for Markov kernels which can be applied to diffusion semigroups. Second, we develop estimates on the norm behavior of harmonic and non-negative subharmonic functions. We apply these results to two examples of interest: when L is the Laplace–Beltrami operator on a Riemannian manifold with Ricci curvature bounded from below, and when L is an invariant subelliptic operator of Hörmander type on a Lie group. In the former example, we also obtain pointwise bounds on harmonic and subharmonic functions, while in the latter example, we obtain pointwise bounds on harmonic functions when a generalized curvature-dimension inequality is satisfied.",Matthew Cecil1 nAff3 & Brian C. Hall,Potential Analysis,2014,https://link.springer.com/article/10.1007/s11118-013-9354-9,"Heat operators,Markov kernels,Harmonic functions,Dimension-independent,Generalized curvature-dimension inequality,Manifolds"
477,0,Regularity of Dirac-harmonic maps with \(\lambda \)-curvature term in higher dimensions,"In this paper, we will study the partial regularity for stationary Dirac-harmonic maps with \(\lambda \)-curvature term. For a weakly stationary Dirac-harmonic map with \(\lambda \)-curvature term \((\phi ,\psi )\) from a smooth bounded open domain \(\Omega \subset {\mathbb {R}}^m\) with \(m\ge 2\) to a compact Riemannian manifold N, if \(\psi \in W^{1,p}(\Omega )\) for some \(p>\frac{2m}{3}\), we prove that \((\phi , \psi )\) is smooth outside a closed singular set whose \((m-2)\)-dimensional Hausdorff measure is zero. Furthermore, if the target manifold N does not admit any harmonic sphere \(S^l\), \(l=2,\ldots , m-1\), then \((\phi ,\psi )\) is smooth.","Jürgen Jost2, Lei Liu2 & Miaomiao Zhu1,",Calculus of Variations and Partial Differential Equations,2019,https://link.springer.com/article/10.1007/s00526-019-1632-y,"53C43,58E20"
478,0,"An Lp-Comparison, \(p\in (1,\infty )\), on the Finite Differences of a Discrete Harmonic Function at the Boundary of a Discrete Box","It is well-known that for a harmonic function u defined on the unit ball of the d-dimensional Euclidean space, d ≥ 2, the tangential and normal component of the gradient ∇u on the sphere are comparable by means of the Lp-norms, \(p\in (1,\infty )\), up to multiplicative constants that depend only on d,p. This paper formulates and proves a discrete analogue of this result for discrete harmonic functions defined on a discrete box on the d-dimensional lattice with multiplicative constants that do not depend on the size of the box.","Tuan Anh Nguyen 
            ORCID: orcid.org/0000-0003-0247-4333",Potential Analysis,2022,https://link.springer.com/article/10.1007/s11118-020-09888-8,"Discrete harmonic function,Discrete boundary problems,Discrete Fourier multiplier theorem,Discrete Poisson kernel"
479,0,"Stability and local minimality of spherical harmonic twists \(u={\mathbf {Q}}(|x|) x|x|^{-1}\), positivity of second variations and conjugate points on \(\mathbf{SO}(n)\)","In this paper we discuss the stability and local minimising properties of spherical twists that arise as solutions to the harmonic map equation $$\begin{aligned} \mathbf{HME}[u;\, \mathbb {X}^n, \mathbb {S}^{n-1}] :=\left\{ \begin{array}{ll} \Delta u + |\nabla u|^2 u =0 &{} \qquad \text { in } \mathbb {X}^n, \\ |u|=1 &{}\qquad \text { in } \mathbb {X}^n , \\ u = \varphi &{}\qquad \text { on } \partial \mathbb {X}^n, \end{array}\right. \end{aligned}$$by way of examining the positivity of the second variation of the associated Dirichlet energy. Here, following [31], by a spherical twist we mean a map \(u \in \mathscr {W}^{1,2}(\mathbb {X}^n, \mathbb {S}^{n-1})\) of the form \(x \mapsto {\mathbf {Q}}(|x|)x|x|^{-1}\) where \({\mathbf {Q}}={\mathbf {Q}}(r)\) lies in \(\mathscr {C}([a, b], \mathbf{SO}(n))\) and \({\mathbb {X}}^n=\{x \in \mathbb {R}^n : a<|x|<b\}\) (\(n\ge 2\)). It is shown that subject to a structural condition on the twist path the energy at the associated spherical twist solution to the system has a positive definite second variation and subsequently proven to furnish a strong local energy minimiser. A detailed study of Jacobi fields and conjugate points along the twist path \({\mathbf {Q}}(r)=\mathrm{exp}(\mathscr {G}(r) {\mathbf {H}})\) and geodesics on \(\mathbf{SO}(n)\) is undertaken and its remarkable implication and interplay on the minimality of spherical harmonic twists exploited.",Stuart Day1 & Ali Taheri,The Journal of Analysis,2020,https://link.springer.com/article/10.1007/s41478-019-00180-6,"Harmonic maps,Strong local minimisers,Positive second variations,Conjugate points,Compact Lie groups,Weierstrass excess function"
480,0,Sets of Absolute Continuity for Harmonic Measure in NTA Domains,"We show that if Ω is an NTA domain with harmonic measure ω and E⊆∂Ω is contained in an Ahlfors regular set, then \(\omega |_{E}\ll \mathcal {H}^{d}|_{E}\). Moreover, this holds quantitatively in the sense that for all τ>0ω obeys an A  ∞ -type condition with respect to \(\mathcal {H}^{d}|_{E^{\prime }}\), where E ′⊆E is so that ω(E∖E ′)<τ ω(E), even though ∂Ω may not even be locally \(\mathcal {H}^{d}\)-finite. We also show that, for uniform domains with uniform complements, if E⊆∂Ω is the Lipschitz image of a subset of \(\mathbb {R}^{d}\), then there is E ′⊆E with \(\mathcal {H}^{d}(E\backslash E^{\prime })<\tau \mathcal {H}^{d}(E)\) upon which a similar A  ∞ -type condition holds.",Jonas Azzam,Potential Analysis,2016,https://link.springer.com/article/10.1007/s11118-016-9550-5,"Harmonic measure,Absolute continuity,Nontangentially accessible (NTA) domains,
A

∞
-weights,Doubling measures,Porosity"
481,0,Boundary behavior of p-harmonic functions in the Heisenberg group,"In this paper we study the boundary behavior of nonnegative p-harmonic functions in a bounded domain in the Heisenberg group \({\mathbb H^n}\). Under suitable geometric assumptions on the ground domain \({\Omega\subset \mathbb H^n}\) our main contributions can be summarized as follows: (1) In Theorem 1.1 we obtain an estimate from above stating that any such function should vanish at most linearly like the sub-Riemannian distance from the boundary:$$\frac{u(g)}{u(A_r(g_0))}\leq C^{-1}\frac{d(g,\partial \Omega)}{r},$$where \({A_r(g_0)\in \Omega}\) is a non-tangential point relative to \({g_0\in \partial \Omega}\). (2) In Theorem 1.2 we establish an estimate from below which states that, away from the characteristic set of Ω, the order of vanishing is exactly linear, i.e.: $$\frac{u(g)}{u(A_r(g_0))}\ge C \frac{d(g,\partial \Omega)}{r}.$$ ",Nicola Garofalo1 & Nguyen Cong Phuc,Mathematische Annalen,2011,https://link.springer.com/article/10.1007/s00208-010-0611-6,"Dirichlet Problem,Heisenberg Group,Harnack Inequality,Boundary Behavior,Carnot Group"
482,0,Eells–Sampson Type Theorems for Subelliptic Harmonic Maps from sub-Riemannian Manifolds,"In this paper, we consider critical maps of a horizontal energy functional for maps from a sub-Riemannian manifold to a Riemannian manifold. These critical maps are referred to as subelliptic harmonic maps. In terms of the subelliptic harmonic map heat flow, we investigate the existence problem for subelliptic harmonic maps. Under the assumption that the target Riemannian manifold has non-positive sectional curvature, we prove some Eells–Sampson type existence results for this flow when the source manifold is either a step-2 sub-Riemannian manifold or a step-r sub-Riemannian manifold whose sub-Riemannian structure comes from a tense Riemannian foliation. Finally, some Hartman type results are also established for the flow.",Yuxin Dong,The Journal of Geometric Analysis,2021,https://link.springer.com/article/10.1007/s12220-020-00408-z,"sub-Riemannian manifold,Subelliptic harmonic map,Eells–Sampson type theorem,Hartman type result"
483,0,\({\mathcal{H}}\)-matrix approximability of inverses of FEM matrices for the time-harmonic Maxwell equations,"The inverse of the stiffness matrix of the time-harmonic Maxwell equation with perfectly conducting boundary conditions is approximated in the blockwise low-rank format of \({\mathcal{H}}\)-matrices. Under a technical assumption on the mesh, we prove that root exponential convergence in the block rank can be achieved, if the block structure conforms to a standard admissibility criterion.","Markus Faustmann1, Jens Markus Melenk1 & Maryam Parvizi2,",Advances in Computational Mathematics,2022,https://link.springer.com/article/10.1007/s10444-022-09965-z,"Maxwell equations,Hierarchical matrices,Finite element method,Helmholtz decompositions"
484,0,A finite element method for approximating the time-harmonic Maxwell equations,"In this paper we study the use of Nédélec's curl conforming finite elements to approximate the time-harmonic Maxwell equations on a bounded domain. The analysis is complicated by the fact that the bilinear form is not coercive, and the principle part has a very large null-space. This difficulty is circumvented by using a discrete Helmholtz decomposition of the error vector. Numerical results are presented that compare two different linear elements.",Peter Monk,Numerische Mathematik,1992,https://link.springer.com/article/10.1007/BF01385860,65M60
485,0,"
p-Energy and p-Harmonic Functions on Sierpinski Gasket Type Fractals","We show that it is possible to define a notion of p-energy for functions defined on a class of fractals including the Sierpinski gasket (SG) for any value of p, 1<p<∞, extending the construction of Kigami for p=2, as a renormalized limit of modified p-energies on a sequence of graphs. Our proof is non-constructive, and does not settle the question of uniqueness. Based on the p-energy we may define p-harmonic functions as p-energy minimizers subject to boundary conditions, but again uniqueness is only conjectural. We present some numerical data as a complement to our results. This work is intended to pave the way for an eventual theory of p-Laplacians on fractals.","P. Edward Herman1, Roberto Peirone2 & Robert S. Strichartz",Potential Analysis,2004,https://link.springer.com/article/10.1023/A%3A1026377524793,"Boundary Condition,Stochastic Process,Functional Analysis,Probability Theory,Numerical Data"
486,0,Non-Commutative Harmonic Oscillators and Related Problems,"This paper is mainly meant to be a survey on the state-of-the-art of the understanding we have of a family of systems with polynomial coefficients, called non-commutative harmonic oscillators (NCHOs), that has shown itself to be very rich in structure. The study of this family has required, and is requiring, the study of problems arising from different parts of Mathematics, from spectral theory to the theory of modular forms, just to mention a few of them. On the side of new results, they will be concerned with the creation-annihilation relations for NCHOs and with Fredholm properties of operators belonging to certain global Weyl-Hörmander classes, of which NCHOs are a particular case.",Alberto Parmeggiani,Milan Journal of Mathematics,2014,https://link.springer.com/article/10.1007/s00032-014-0220-z,"Primary 35P05,Secondary 34L40"
487,0,Clustering Video Sequences by the Method of Harmonic k-Means,"This study is devoted to the segmentation–clustering of video sequences by analyzing multidimensional time sequences. An approach is proposed to using the iterative deepening time warping technique in conjunction with the matrix harmonic k-means method. Unlike the traditional approach, this segmentation–clustering procedure is insensitive to the initial choice of centroids, which is especially convenient when analyzing arbitrary mass data.","S. V. Mashtalir1, M. I. Stolbovyi1 & S. V. Yakovlev",Cybernetics and Systems Analysis,2019,https://link.springer.com/article/10.1007/s10559-019-00124-9,"segmentation,clustering,multidimensional sequence,video,dynamic warping"
488,0,On Lattice Structure of the Space of Pointwise Limits of Harmonic Functions,"Let H1(U) denote the space of all pointwise limits of bounded sequences from H(U), where H(U) consists of all continuous functions on the closure  \(\overline{U}\)  of a bounded open set U⊂ℝm that are harmonic on U. It is shown that the space H1(U) is a lattice in the natural ordering if and only if the set ∂regU of all regular points of U is an Fσ-set.",Jiří Spurný,Potential Analysis,2006,https://link.springer.com/article/10.1007/s11118-005-0912-7,"Dirichlet problem,harmonic functions,Baire-one functions,simplicial spaces,regular points"
