,title,abstract,author,journal,year,pdf_link,keyword
756,Certified reduced basis approximation for parametrized partial differential equations and applications,"Reduction strategies, such as model order reduction (MOR) or reduced basis (RB) methods, in scientific computing may become crucial in applications of increasing complexity. In this paper we review the reduced basis methods (built upon a high-fidelity ‘truth’ finite element approximation) for a rapid and reliable approximation of parametrized partial differential equations, and comment on their potential impact on applications of industrial interest. The essential ingredients of RB methodology are: a Galerkin projection onto a low-dimensional space of basis functions properly selected, an affine parametric dependence enabling to perform a competitive Offline-Online splitting in the computational procedure, and a rigorous a posteriori error estimation used for both the basis selection and the certification of the solution. The combination of these three factors yields substantial computational savings which are at the basis of an efficient model order reduction, ideally suited for real-time simulation and many-query contexts (for example, optimization, control or parameter identification). After a brief excursus on the methodology, we focus on linear elliptic and parabolic problems, discussing some extensions to more general classes of problems and several perspectives of the ongoing research. We present some results from applications dealing with heat and mass transfer, conduction-convection phenomena, and thermal treatments.","Alfio Quarteroni1,2, Gianluigi Rozza1 & Andrea Manzoni",Journal of Mathematics in Industry,2011,https://link.springer.com/article/10.1186/2190-5983-1-3,"Basis Reduction (RB),Parametrized Partial Differential Equations,RB Approximation,RB Method,Posteriori Error Estimators"
757,Scalar differential invariants of symplectic Monge-Ampère equations,"All second order scalar differential invariants of symplectic hyperbolic and elliptic Monge-Ampère equations with respect to symplectomorphisms are explicitly computed. In particular, it is shown that the number of independent second order invariants is equal to 7, in sharp contrast with general Monge-Ampère equations for which this number is equal to 2. We also introduce a series of invariant differential forms and vector fields which allow us to construct numerous scalar differential invariants of higher order. The introduced invariants give a solution of the symplectic equivalence of Monge-Ampère equations. As an example we study equations of the form u

xy
 + f(x, y, u

x
, u

y
) = 0 and in particular find a simple linearization criterion.","Alessandro De Paris1 & Alexandre M. Vinogradov2,",Central European Journal of Mathematics,2011,https://link.springer.com/article/10.2478/s11533-011-0046-7,"58J70,53D99"
758,"Generalized symmetric spaces, Yu. P. Solovyov’s formula, and the generalized Hermitian geometry","We collect some basic results on canonical affinor structures of classical type on generalized symmetric spaces. Yu. P. Solovyov’s stimulating influence on this topic during its initial stages is illustrated. Using special canonical f-structures on homogeneous k-symmetric spaces, we also present a new collection of homogeneous Hermitian f-manifolds.",V. V. Balashchenko,Journal of Mathematical Sciences,2009,https://link.springer.com/article/10.1007/s10958-009-9469-0,"Riemannian Manifold,Homogeneous Space,Hermitian Structure,Hermitian Manifold,Canonical Structure"
759,On the Hölder regularity for solutions of integro-differential equations like the anisotropic fractional Laplacian,"In this paper we study integro-differential equations like the anisotropic fractional Laplacian. As in Silvestre (Indiana Univ Math J 55:1155–1174, 2006), we adapt the De Giorgi technique to achieve the \(C^{\gamma }\)-regularity for solutions of class \(C^{2}\) and use the geometry found in Caffarelli et al. (Math Ann 360(3–4): 681–714, 2014) to get an ABP estimate, a Harnack inequality and the interior \(C^{1, \gamma }\) regularity for viscosity solutions.",E. B. dos Santos1 & R. Leitão,Partial Differential Equations and Applications,2021,https://link.springer.com/article/10.1007/s42985-021-00083-x,"Fractional Laplacian,Integro-differential equations,Regularity theory,Anisotropy"
760,The geometry of L-manifolds,A class of almost contact metric structures generalizing those of quasi-Sasakian and trans-Sasakian structures is introduced and studied. Its subclass consisting of normal structures locally conformal to quasi-Sasakian structures is investigated in detail.,V. F. Kirichenko1 & V. A. Levkovets,Mathematical Notes,2006,https://link.springer.com/article/10.1007/s11006-006-0091-x,"almost contact metric structure,Hermitian structure,quasi-Sasakian structure,trans-Sasakian structure,L-structure,contact form,metric connection,Kähler manifold"
761,Normal Form for Second Order Differential Equations,"Applying methods of CR-geometry, we give a solution to the local equivalence problem for second order (smooth or analytic) ordinary differential equations. We do so by presenting a complete normal form (which is smooth or analytic respectively) for this class of ordinary differential equations (ODEs). The normal form is optimal in the sense that it is defined up to the automorphism group of the model (flat) ODE y
″ = 0. For a generic ODE, we also provide a unique (up to a discrete group action) normal form. By doing so, we give a solution to a problem which remained unsolved since the work of Arnold (1988). As another application of the normal form, we obtain distinguished curves associated with a differential equation that we call chains due to their analogy with the chains defined by Chern and Moser (Acta Math. 7;133:219–271).","Ilya Kossovskiy1,2 & D. Zaitsev",Journal of Dynamical and Control Systems,2018,https://link.springer.com/article/10.1007/s10883-017-9380-9,"Second order differential equations,Normal forms,Symmetries of differential equations,Classification of differential equations"
762,The geometry of contact Lee forms and a contact analog of Ikuta’s theorem,Questions of the conformal geometry of quasi-Sasakian manifolds are studied. A contact analog of Ikuta’s theorem is obtained. It is proved that a regular locally conformally quasi-Sasakian structure is normal if and only if it is locally conformally cosymplectic and has closed contact form. It is shown that the Kenmotsu structures have these properties and that a structure with the above properties is a Kenmotsu structure if and only if its contact Lee form coincides with the contact form.,V. F. Kirichenko1 & N. S. Baklashova,Mathematical Notes,2007,https://link.springer.com/article/10.1134/S0001434607090039,"quasi-Sasakian manifold,locally conformally quasi-Sasakian structure,normal structure,locally conformally cosymplectic structure,contact Lee form,Kähler distribution"
763,Convex neighborhoods for Lipschitz connections and sprays,"We establish that over a \(C^{2,1}\) manifold the exponential map of any Lipschitz connection or spray determines a local Lipeomorphism and that, furthermore, reversible convex normal neighborhoods do exist. To that end we use the method of Picard-Lindelöf approximation to prove the strong differentiability of the exponential map at the origin and hence a version of Gauss’ Lemma which does not require the differentiability of the exponential map. Contrary to naive differential degree counting, the distance functions are shown to gain one degree and hence to be \(C^{1,1}\). As an application to mathematical relativity, it is argued that the mentioned differentiability conditions can be considered the optimal ones to preserve most results of causality theory. This theory is also shown to be generalizable to the Finsler spacetime case. In particular, we prove that the local Lorentzian(-Finsler) length maximization property of causal geodesics in the class of absolutely continuous causal curves holds already for \(C^{1,1}\) spacetime metrics. Finally, we study the local existence of convex functions and show that arbitrarily small globally hyperbolic convex normal neighborhoods do exist.",E. Minguzzi,Monatshefte für Mathematik,2015,https://link.springer.com/article/10.1007/s00605-014-0699-y,"Lipschitz connections,Exponential map,Convex neighborhood,Distance function,Low differentiability"
764,Dunkl operators for arbitrary finite groups,"The Dunkl operators associated with a necessarily finite Coxeter group acting on a Euclidean space are generalized to any finite group using the techniques of non-commutative geometry, as introduced by the authors to view the usual Dunkl operators as covariant derivatives in a quantum principal bundle with a quantum connection. The definitions of Dunkl operators and their corresponding Dunkl connections are generalized to quantum principal bundles over quantum spaces which possess a classical finite structure group. We introduce cyclic Dunkl connections and their cyclic Dunkl operators. Then, we establish a number of interesting properties of these structures, including the characteristic zero-curvature property. Particular attention is given to the example of complex reflection groups, and their naturally generalized siblings called groups of Coxeter type.","Micho Đurđevich1 & Stephen Bruce Sontz 
            ORCID: orcid.org/0000-0002-3295-6731",Advances in Operator Theory,2021,https://link.springer.com/article/10.1007/s43036-020-00124-z,"Dunkl operators,Finite groups,Quantum principal bundles"
765,Slant and Legendre curves in Bianchi-Cartan-Vranceanu geometry,We study Legendre and slant curves for Bianchi-Cartan-Vranceanu metrics. These curves are characterized through the scalar product between the normal at the curve and the vertical vector field and in the helix case they have a proper (non-harmonic) mean curvature vector field. The general expression of the curvature and torsion of these curves and the associated Lancret invariant (for the slant case) are computed as well as the corresponding variant for some particular cases. The slant (particularly Legendre) curves which are helices are completely determined.,Constantin Călin1 & Mircea Crasmareanu,Czechoslovak Mathematical Journal,2014,https://link.springer.com/article/10.1007/s10587-014-0145-2,"Bianchi-Cartan-Vranceanu metric,slant curve,Legendre curve,Lancret invariant,helix"
766,Bounded geometry for Kleinian groups,"We show that a Kleinian surface group, or hyperbolic 3-manifold with a cusp-preserving homotopy-equivalence to a surface, has bounded geometry if and only if there is an upper bound on an associated collection of coefficients that depend only on its end invariants. Bounded geometry is a positive lower bound on the lengths of closed geodesics. When the surface is a once-punctured torus, the coefficients coincide with the continued fraction coefficients associated to the ending laminations.",Yair N. Minsky,Inventiones mathematicae,2001,https://link.springer.com/article/10.1007/s002220100163,"Boundary Component,Homotopy Class,Kleinian Group,Elementary Move,Pleated Surface"
767,A review and prospect of readable machine proofs for geometry theorems,"After half a century research, the mechanical theorem proving in geometries has become an active research topic in the automated reasoning field. This review involves three approaches on automated generating readable machine proofs for geometry theorems which include search methods, coordinate-free methods, and formal logic methods. Some critical issues about these approaches are also discussed. Furthermore, the authors propose three further research directions for the readable machine proofs for geometry theorems, including geometry inequalities, intelligent geometry softwares and machine learning.","Jianguo Jiang1 & Jingzhong Zhang2,",Journal of Systems Science and Complexity,2012,https://link.springer.com/article/10.1007/s11424-012-2048-3,"Automated geometry reasoning,coordinate-free method,formal logic method,geometric inequality,intelligent geometry software,machine learning,mechanical theorem proving,readable machine proof,search method"
768,Symplectic geometry of constrained optimization,"In this paper, we discuss geometric structures related to the Lagrange multipliers rule. The practical goal is to explain how to compute or estimate the Morse index of the second variation. Symplectic geometry allows one to effectively do it even for very degenerate problems with complicated constraints. The main geometric and analytic tool is an appropriately rearranged Maslov index. We try to emphasize the geometric framework and omit analytic routine. Proofs are often replaced with informal explanations, but a well-trained mathematician will easily rewrite them in a conventional way. We believe that Vladimir Arnold would approve of such an attitude.","Andrey A. Agrachev1,2 & Ivan Yu. Beschastnyi",Regular and Chaotic Dynamics,2017,https://link.springer.com/article/10.1134/S1560354717060119,"optimal control,second variation,Lagrangian Grassmanian,Maslov index"
769,On the geometry of point correspondences of three conformal spaces,"Point correspondences of three conformal spaces are studied on the base of G. F. Laptev’s invariant methods. We establish the basic equations and geometrical objects of the point correspondences in question. We construct invariant normalizations of the spaces, single out the basic tensors of the correspondences, establish a connection of the correspondences with the theory of multidimensional 3-webs, and find the torsion and the curvature tensors of a point correspondence. For a series of particular cases, we prove existence theorems.",V. S. Bolodurin,Russian Mathematics,2012,https://link.springer.com/article/10.3103/S1066369X12080014,"point correspondence,invariant normalization,torsion tensor,curvature tensor,multidimensional 3-web"
770,"Compatible Metrics of Constant Riemannian Curvature: Local Geometry, Nonlinear Equations, and Integrability","The description problem is solved for compatible metrics of constant Riemannian curvature. Nonlinear equations describing all nonsingular pencils of compatible metrics of constant Riemannian curvature are derived and their integrability by the inverse scattering method is proved. In particular, a Lax pair with a spectral parameter is found for these nonlinear equations. We prove that all nonsingular pairs of compatible metrics of constant Riemannian curvature are described by special integrable reductions of the nonlinear equations defining orthogonal curvilinear coordinate systems in spaces of constant curvature.",O. I. Mokho,Functional Analysis and Its Applications,2002,https://link.springer.com/article/10.1023/A%3A1020145920947,"flat pencil of metrics, compatible metrics, metric of constant Riemannian curvature, nonlinear integrable equation, Lax pair, compatible Poisson brackets"
771,On lightlike geometry in indefinite Kenmotsu manifolds,"We investigate some geometric aspects of lightlike hypersurfaces of indefinite Kenmotsu manifolds, tangent to the structure vector field, by paying attention to the geometry of leaves of integrable distributions. Theorems on parallel vector fields, Killing distribution, geodesibility of their leaves are obtained. The geometric configuration of such lightlike hypersurfaces and leaves of its screen integrable distributions are established. We show that no totally contact umbilical leaf of a screen integrable distribution of a lightlike hypersurface can be an extrinsic sphere. We also prove that the geometry of any leaf of an integrable distribution is closely related to the geometry of a normal bundle.",Fortuné Massamba,Mathematica Slovaca,2012,https://link.springer.com/article/10.2478/s12175-012-0012-2,"Primary 53C15, 53C40, 53C25, 53C50"
772,The axiom of spheres in quaternionic geometry,Si mostra che una varietà quaternionica che verifica l'assioma delle sfere quaternioniche è una forma spaziale quaternionica.,Sorin Dragomir,Annali dell’Università’ di Ferrara,1988,https://link.springer.com/article/10.1007/BF02824971,"Sectional Curvature,Riemannian Space,Curvature Vector,Holomorphic Sectional Curvature,Codazzi Equation"
773,A note on submanifolds and mappings in generalized complex geometry,"In generalized complex geometry, we revisit linear subspaces and submanifolds that have an induced generalized complex structure. We give an expression of the induced structure that allows us to deduce a smoothness criterion, we dualize the results to submersions and we make a few comments on generalized complex mappings. Then, we discuss submanifolds of generalized Kähler manifolds that have an induced generalized Kähler structure. These turn out to be the common invariant submanifolds of the two classical complex structures of the generalized Kähler manifold.",Izu Vaisman,Monatshefte für Mathematik,2016,https://link.springer.com/article/10.1007/s00605-015-0806-8,"Generalized complex structure,Generalized Kähler structure,Induced structure,Bicomplex submanifold"
774,Prolongations in differential algebra,"We develop the theory of higher prolongations of algebraic varieties over fields in arbitrary characteristic with commuting Hasse-Schmidt derivations. Prolongations were introduced by Buium in the context of fields of characteristic 0 with a single derivation. Inspired by work of Vojta, we give a new construction of higher prolongations in a more general context. Generalizing a result of Buium in characteristic 0, we prove that these prolongations are represented by a certain functor, which shows that they can be viewed as ‘twisted jet spaces.’ We give a new proof of a theorem of Moosa, Pillay and Scanlon that the prolongation functor and jet space functor commute. We also prove that the m-th prolongation and m-th jet space of a variety are differentially isomorphic by showing that their infinite prolongations are isomorphic as schemes.",Eric Rosen,Israel Journal of Mathematics,2008,https://link.springer.com/article/10.1007/s11856-008-1030-1,"Algebraic Variety,High Derivation,Leibniz Rule,Differential Algebra,Closed Immersion"
775,Volumes of certain small geodesic balls and almost-Hermitian geometry,"Let D be the characteristic connection of an almost-Hermitian manifold, V

mD
(r) the volume of a small geodesic ball for the connection D and C
C

1D
the first non-trivial term of the Taylor expansion of V

mD
(r). NK-manifolds are characterized in terms of C
C

1D
and a family of Hermitian manifolds for which ∫
M

C
C

1D
dvol is a spectral invariant is given and one proves that C
C

1D
and the spectrum of the complex Laplacian, together, determine the class in which a compact Hermitian manifold lines.",V. Miquel,Geometriae Dedicata,1984,https://link.springer.com/article/10.1007/BF00147649,"Primary 53C15,secondary 53C55 58C40"
776,Complexes of differential forms associated with a normalized manifold over the algebra of dual numbers,"We construct some complexes of differential forms on a smooth manifold M

D
n

 over the algebra of dual numbers D on the base of a decomposition of the tensor product TM

D
n

⊗ℝD into the Whitney sum of two subbundles. It is shown that these complexes can be obtained as restrictions of some complexes of holomorphic (D-smooth) forms defined on the tangent bundle TM

D
n

. For holomorphic fiber bundles over M

D
n

, we introduce complexes of D-valued forms holomorphic along the fibers and express in terms of cohomology classes of such complexes the obstructions to existence of holomorphic connections in holomorphic principal bundles.",A. A. Malyugina1 & V. V. Shurygin,Lobachevskii Journal of Mathematics,2016,https://link.springer.com/article/10.1134/S1995080216010066,"Almost tangent structure,Atiyah class,manifold over the algebra of dual numbers,manifold overWeil algebra,tangent bundle,tangent manifold"
777,Noncommutative differential calculus on a quadratic algebra,"We consider the algebra k[X
2,XY,Y
2] where characteristic of the field k is zero. We compute a differential calculus, introduced earlier by the authors, by associating an algebraic spectral triple with this algebra. This algebra can also be viewed as the coordinate ring of the singular variety UV–W
2 and hence, is a quadratic algebra. We associate two canonical algebraic spectral triples with this algebra and its quadratic dual, and compute the associated Connes’ calculus. We observe that the resulting Connes’ calculi are also quadratic algebras, and they turn out to be quadratic dual to each other.",Partha Sarathi Chakraborty1 & Satyajit Guin,Indian Journal of Pure and Applied Mathematics,2015,https://link.springer.com/article/10.1007/s13226-015-0149-0,"Connes’ calculus,Connes-type calculus,algebraic spectral triple,quadratic algebra,DGA"
778,An information geometry algorithm for distribution control,"In this paper, we consider the problem of distribution control from the viewpoint of information geometry. Different from most existing models used in stochastic control, it is assumed that the control input directly affects the distribution of the system output in probability sense. Here, we set up a new manifold (S), meanwhile the B-spline manifold (B) and the system output manifold (M) can be referred to as its submanifolds. We give an information geometrical algorithm which can be called as geodesic-projection algorithm using the properties of manifold. In the geodesic step, we can obtain the geodesic equation from the initial point V
0 = (ω
10, ω
20, ··· , ω
(n−1)0) to the specified point V

g
 = (ω
1g
, ω
2g
, ··· , ω
(n−1)g
) in B. This gives us an optimal trajectory for the points changing along in B. In the projection step, we project the sample points selected from the geodesic onto M. The coordinates of the projections in M give the trajectory of the control input u.","Fengwei Zhong1, Huafei Sun1 & Zhenning Zhang","Bulletin of the Brazilian Mathematical Society, New Series",2008,https://link.springer.com/article/10.1007/s00574-008-0068-3,"geodesic,projection,distribution control,manifold"
779,Moving Frames and Differential Invariants on Fully Affine Planar Curves,"In this paper, by the affine analogue of the fundamental theorem for Euclidean planar curves, we classify the affine curves with constant affine curvatures. Note that we use the fully affine group and not the equi-affine subgroup consisting of area-preserving affine transformations. (Caution: much of the literature omits the “equi-” in their treatment.) According to the equivariant method of moving frames, explicit formulas for the generating affine differential invariants and invariant differential operators are constructed. At the same time, by using the fact that the affine transformation group GA\((2,\mathbb {R})\) can factor as a product of two subgroup \(B\cdot \mathrm{SE}(2,\mathbb {R})\) and the moving frame of the subgroup SE\((2,\mathbb {R})\), we build the moving frame of GA\((2,\mathbb {R})\) and obtain the relations among invariants of group GA\((2,\mathbb {R})\) and its subgroup SE\((2,\mathbb {R})\). Applying the affine curvature to recognize affine equivalent objects is considered in the last part of this paper.","Yun Yang1,2 & Yanhua Yu",Bulletin of the Malaysian Mathematical Sciences Society,2020,https://link.springer.com/article/10.1007/s40840-019-00864-z,"Arc length parameter,Affine curvature,Maurer–Cartan invariant,Moving frame"
780,Primary Ideals and Their Differential Equations,"An ideal in a polynomial ring encodes a system of linear partial differential equations with constant coefficients. Primary decomposition organizes the solutions to the PDE. This paper develops a novel structure theory for primary ideals in a polynomial ring. We characterize primary ideals in terms of PDE, punctual Hilbert schemes, relative Weyl algebras, and the join construction. Solving the PDE described by a primary ideal amounts to computing Noetherian operators in the sense of Ehrenpreis and Palamodov. We develop new algorithms for this task, and we present efficient implementations.
","Yairon Cid-Ruiz1, Roser Homs2 & Bernd Sturmfels3,",Foundations of Computational Mathematics,2021,https://link.springer.com/article/10.1007/s10208-020-09485-6,"Primary ideals,Linear partial differential equations,Noetherian operators,Differential operators,Punctual Hilbert scheme,Weyl algebra,Join of ideals,Symbolic powers"
781,Free oscillations of shells of complex geometry with finite shear stiffness,"
By applying isoparametric approximations we develop a finite-element method for studying the oscillations of shells whose middle surfaces are Monge surfaces. As the starting point we take the model of shells of Timoshenko type. To solve the eigenvalue problem we apply the method of iterations in a subspace. Two figures. Five tables. Bibliography: 14 titles.",M. F. Kopytko & Ya. G. Savul,Journal of Soviet Mathematics,1993,https://link.springer.com/article/10.1007/BF01255733,"Eigenvalue Problem,Complex Geometry,Shear Stiffness,Free Oscillation,Middle Surface"
782,Information geometry and asymptotic geodesics on the space of normal distributions,"The family \(\mathcal {N}\) of n-variate normal distributions is parameterized by the cone of positive definite symmetric \(n\times n\)-matrices and the n-dimensional real vector space. Equipped with the Fisher information metric, \(\mathcal {N}\) becomes a Riemannian manifold. As such, it is diffeomorphic, but not isometric, to the Riemannian symmetric space \(\mathrm {Pos}_1(n+1,\mathbb {R})\) of unimodular positive definite symmetric \((n+1)\times (n+1)\)-matrices. As the computation of distances in the Fisher metric for \(n>1\) presents some difficulties, Lovrič et al. (J Multivar Anal 74:36–48, 2000) proposed to use the Killing metric on \(\mathrm {Pos}_1(n+1,\mathbb {R})\) as an alternative metric in which distances are easier to compute. In this work, we survey the geometric properties of the space \(\mathcal {N}\) and provide a quantitative analysis of the defect of certain geodesics for the Killing metric to be geodesics for the Fisher metric. We find that for these geodesics the use of the Killing metric as an approximation for the Fisher metric is indeed justified for long distances.","Wolfgang Globke1 & Raul Quiroga-Barranco 
            ORCID: orcid.org/0000-0002-6742-7530",Information Geometry,2021,https://link.springer.com/article/10.1007/s41884-021-00049-3,"Gaussian distributions,Fisher metric,Cone of positive definite matrices,Symmetric spaces,Geodesics."
783,Three-webs defined by a system of ordinary differential equations,"We consider a three-web W(1, n, 1) formed by two n-parametric family of curves and one-parameter family of hypersurfaces on a smooth (n + 1)-dimensional manifold. For such webs, the family of adapted frames is defined and the structure equations are found, and geometric objects arising in the third-order differential neighborhood are investigated. It is showed that every system of ordinary differential equations uniquely defines a three-web W(1, n, 1). Thus, there is a possibility to describe some properties of a system of ordinary differential equations in terms of the corresponding three-web W(1, n, 1). In particular, autonomous systems of ordinary differential equations are characterized.",A. A. Duyunova,Journal of Mathematical Sciences,2011,https://link.springer.com/article/10.1007/s10958-011-0493-5,"Manifold,Structure Equation,Kalinin,Structure Tensor,Surface Versus"
784,Nonlinear partial differential equations associated with binormal motions of constant torsion curves in Minkowski 3-space,"We give three nonlinear partial differential equations which are associated with binormal motions of constant torsion curves in Minkowski 3-space. We also give Bäcklund transformations for these equations, as well as for surfaces swept out by related moving curves. As applications, from some trivial binormal motions we construct some new binormal motions.","Chuanyou Xu1,2 & Xifang Cao",Archiv der Mathematik,2012,https://link.springer.com/article/10.1007/s00013-012-0443-6,"Primary 35Q53,Secondary 53A05"
785,Eigenvalue distribution of some fractal semi-elliptic differential operators: Combinatorial approach,"We obtain the sharp order of growth of the eigenvalue distribution function for the operator in the anisotropic Sobolev space\(H^{t_1 ,t_2 } (Q)\), generated by the quadratic form ∫
Q
∣u∣2
dμ, whereQ⊂ℝ2 is the unit square and μ is a probability self-affine fractal measure onQ. The geometry of Supp μ should be in a certain way consistent with the parameterst

1
,t

2
.",K. Naimark1 & M. Solomyak,Integral Equations and Operator Theory,2001,https://link.springer.com/article/10.1007/BF01198143,"35P15,28A80"
786,Holomorphic extensions of representations: (ii) geometry and harmonic analysis,.,B. Krötz1 & R. J. Stanton,Geometric & Functional Analysis GAFA,2005,https://link.springer.com/article/10.1007/s00039-005-0504-0,"Harmonic Analysis,Holomorphic Extension"
787,On the geometric structure of the class of planar quadratic differential systems,"In this work we are interested in the global theory of planar quadratic differential systems and more precisely in the geometry of this whole class. We want to clarify some results and methods such as the isocline method or the role of rotation parameters. To this end, we recall how to associate a pencil of isoclines to each quadratic differential equation. We discuss the parameterization of the space of regular pencils of isoclines by the space of its multiple base points and the equivariant action of the affine group on the fibration of the space of regular quadratic differential equations over the space of regular pencils of isoclines. This fibration is principal, with a projective group as structural group, and we prove that there exits an open cone in its Lie algebra whose elements generate rotation parameter families. Finally we use this geometric approach to construct specific families of quadratic differential equations depending in a nonlinear way of parameters which have a geometric meaning: they parameterize the set of singular points or are rotation parameters leaving fixed this set.",Robert Roussarie1 & Dana Schlomiuk,Qualitative Theory of Dynamical Systems,2002,https://link.springer.com/article/10.1007/BF02969335,"Quadratic systems,pencil of isoclines,rotation parameters"
788,Symmetries of distributions and quadrature of ordinary differential equations,"We present a geometric exposition of S. Lie's and E. Cartan's theory of explicit integration of finite-type (in particular, ordinary) differential equations. Numerous examples of how this theory works are given. In one of these, we propose a method of hunting for particular solutions of partial differential equations via symmetry preserving overdetermination.",S. V. Duzhin1 & V. V. Lychagin,Acta Applicandae Mathematica,1991,https://link.springer.com/article/10.1007/BF00047361,"34A05,35C05,53C12,58A30,17B30"
789,Differential operators associated with holomorphic mappings,"Two differential operators which act on holomorphic mappings to complex projective space are studied. One operator is of second order and characterizes projective linear mappings. The other operator is of third order and may be viewed as a curvature. The two operators together play a role analogous to the Schwarzian derivative.A canonical approximation to a holomorphic mapping is defined, and a relationship between the approximation and the operators is derived. In the one variable case, this reduces to a classical result relating the Schwarzian derivative and the best Möbius approximation to a holomorphic function.",Robert Molzon1 & Karen Pinney Mortensen,Annals of Global Analysis and Geometry,1994,https://link.springer.com/article/10.1007/BF02108302,"
Schwarzian
,
projective connection
"
790,On some differential operators on natural Riemann extensions,"Natural Riemann extensions are pseudo-Riemannian metrics (introduced by Sekizawa and studied then by Kowalski–Sekizawa), which generalize the classical Riemann extension defined by Patterson–Walker. Let \(M\) be a manifold with an affine connection and let \(T^{*}M\) be the total space of its cotangent bundle. On \(T^{*}M\) endowed with a natural Riemann extension, we study here the Laplacian and give necessary and sufficient conditions for the harmonicity of a certain family of (local) functions. We also prove a gradient formula for natural Riemann extensions.","Cornelia-Livia Bejan1,2 & Oldřich Kowalski",Annals of Global Analysis and Geometry,2015,https://link.springer.com/article/10.1007/s10455-015-9463-3,"Riemannian manifold,Cotangent bundle,Natural Riemann extension,Laplacian operator,Harmonic function"
791,Cauchy Problem for Degenerating Linear Differential Equations and Averaging of Approximating Regularizations,"In this work, we consider the Cauchy problem for the Schrödinger equation. The generating operator L for this equation is a symmetric linear differential operator in the Hilbert space H = L
2(ℝd), d ∈ ℕ, degenerated on some subset of the coordinate space. To study the Cauchy problem when conditions of existence of the solution are violated, we extend the notion of a solution and change the statement of the problem by means of such methods of analysis of ill-posed problems as the method of elliptic regularization (vanishing viscosity method) and the quasisolutions method.We investigate the behavior of the sequence of regularized semigroups \( \left\{{e}^{-i{\mathbf{L}}_nt},\ t>0\right\} \) depending on the choice of regularization {L

n
} of the generating operator L.When there are no convergent sequences of regularized solutions, we study the convergence of the corresponding sequence of the regularized density operators.",V. Zh. Sakbaev,Journal of Mathematical Sciences,2016,https://link.springer.com/article/10.1007/s10958-016-2719-z,"Cauchy Problem,Strong Solution,Multivalued Mapping,Symmetric Operator,Partial Limit"
792,On a global implicit function theorem and some applications to integro-differential initial value problems,We generalize a recent global implicit function theorem from [8] to the case of a mapping acting between Banach spaces. Considerations related to duality mapping and to certain auxiliary functional are used in the proof together with the local implicit function theorem and mountain pass geometry. An application to integro-differential systems is given.,M. Galewski1 & M. Koniorczyk,Acta Mathematica Hungarica,2016,https://link.springer.com/article/10.1007/s10474-016-0589-y,"local implicit function theorem,global implicit function theorem,duality mapping,mountain pass geometry,integro-differential equation"
793,On the geometry of subsets of positive reach,"We prove that sets of positive reach in Riemannian manifolds and more generally, almost convex subsets in spaces with an upper curvature bound have an upper curvature bound with respect to the inner metric.",Alexander Lytchak,manuscripta mathematica,2004,https://link.springer.com/article/10.1007/s00229-004-0491-8,"Riemannian Manifold,Convex Subset,Positive Reach"
794,Bi-Lipschitz geometry of weighted homogeneous surface singularities,"We show that a weighted homogeneous complex surface singularity is metrically conical (i.e., bi-Lipschitz equivalent to a metric cone) only if its two lowest weights are equal. We also give an example of a pair of weighted homogeneous complex surface singularities that are topologically equivalent but not bi-Lipschitz equivalent.","Lev Birbrair1, Alexandre Fernandes1 & Walter D. Neumann",Mathematische Annalen,2008,https://link.springer.com/article/10.1007/s00208-008-0225-4,"14B05,14J17,32S25"
795,An Eulerian Formulation for Solving Partial Differential Equations Along a Moving Interface,In this paper we study an Eulerian formulation for solving partial differential equations (PDE) on a moving interface. A level set function is used to represent and capture the moving interface. A dual function orthogonal to the level set function defined in a neighborhood of the interface is used to represent some associated quantity on the interface and evolves according to a PDE on the moving interface. In particular we use a convection diffusion equation for surfactant concentration on an interface passively convected in an incompressible flow as a model problem. We develop a stable and efficient semi-implicit scheme to remove the stiffness caused by surface diffusion.,Jian-Jun Xu1 & Hong-Kai Zhao,Journal of Scientific Computing,2003,https://link.springer.com/article/10.1023/A%3A1025336916176,"moving interfaces,level set method,surface convection and diffusion,surfactant,semi-implicit method"
796,On Positive Sasakian Geometry,"A Sasakian structure \(\mathcal{S}\)=(\xi,\eta,\Phi,g) on a manifold Mis called positiveif its basic first Chern class c1(\(\mathcal{F}\)
ξ) can be represented by a positive (1,1)-form with respect to its transverse holomorphic CR-structure. We prove a theorem that says that every positive Sasakian structure can be deformed to a Sasakian structure whose metric has positive Ricci curvature. This provides us with a new technique for proving the existence of positive Ricci curvature metrics on certain odd dimensional manifolds. As an example we give a completely independent proof of a result of Sha and Yang that for every nonnegative integer kthe 5-manifolds k#(S
2×S
3) admits metrics of positive Ricci curvature.","Charles P. Boyer1, Krzysztof Galicki1 & Michael Nakamaye",Geometriae Dedicata,2003,https://link.springer.com/article/10.1023/A%3A1026363529906,"Fano varieties,positive Ricci curvature,Sasakian geometry"
